tool,type,dataset,genome,read_length,aligned,accuracy,overaligned,time,memory
strobealign-mcs-022a721,align,sim4,CHM13,50,98.7582,83.3514,3109,21.75,14.4421
strobealign-mcs-022a721,align,sim4,CHM13,75,99.283,88.1923,3365,22.99,14.3698
strobealign-mcs-022a721,align,sim4,CHM13,100,99.6321,90.2237,3634,21.36,14.4252
strobealign-mcs-022a721,align,sim4,CHM13,150,99.5703,91.9562,4284,21.88,14.4711
strobealign-mcs-022a721,align,sim4,CHM13,200,99.5239,92.8123,4750,28.45,14.5337
strobealign-mcs-022a721,align,sim4,CHM13,300,99.4178,93.7202,5818,43.21,14.6557
strobealign-mcs-022a721,align,sim4,CHM13,500,99.1864,94.6102,8135,79.97,11.2111
strobealign-mcs-022a721,align,sim5,CHM13,50,98.1919,81.4535,6329,22.25,14.4422
strobealign-mcs-022a721,align,sim5,CHM13,75,97.8944,86.5654,6738,22.35,14.3699
strobealign-mcs-022a721,align,sim5,CHM13,100,99.1958,88.9948,7209,21.62,14.4278
strobealign-mcs-022a721,align,sim5,CHM13,150,99.1164,91.2282,8287,24.10,14.4678
strobealign-mcs-022a721,align,sim5,CHM13,200,99.0544,92.1846,9339,32.54,14.5389
strobealign-mcs-022a721,align,sim5,CHM13,300,98.8791,93.114,11205,53.63,14.635
strobealign-mcs-022a721,align,sim5,CHM13,500,98.483,93.8382,15170,119.51,11.2346
bwamem,align,sim3,CHM13,50,99.5865,86.6397,1635,60.909,8.64317
bwamem,align,sim3,CHM13,75,99.7589,90.104,1799,68.402,7.83043
bwamem,align,sim3,CHM13,100,99.7967,91.4537,1961,64.832,7.05938
bwamem,align,sim3,CHM13,150,99.7798,92.7377,2202,90.294,6.4118
bwamem,align,sim3,CHM13,200,99.7509,93.4772,2491,120.500,6.12321
bwamem,align,sim3,CHM13,300,99.6935,94.3057,3065,192.905,5.84386
bwamem,align,sim3,CHM13,500,99.5822,95.3369,4178,339.018,5.75072
bwamem,align,sim4,CHM13,50,98.3829,85.1336,3109,62.169,8.64098
bwamem,align,sim4,CHM13,75,99.329,89.4593,3365,76.604,7.99585
bwamem,align,sim4,CHM13,100,99.592,91.0725,3634,78.388,7.20143
bwamem,align,sim4,CHM13,150,99.5712,92.4195,4284,118.361,6.53197
bwamem,align,sim4,CHM13,200,99.5249,93.1673,4750,162.130,6.23047
bwamem,align,sim4,CHM13,300,99.4182,93.9666,5818,265.874,5.91984
bwamem,align,sim4,CHM13,500,99.1865,94.8941,8135,469.287,5.75365
bwamem,align,sim5,CHM13,50,95.7834,82.7787,6329,62.448,8.55425
bwamem,align,sim5,CHM13,75,97.5036,87.642,6738,76.422,7.99242
bwamem,align,sim5,CHM13,100,98.3278,89.6509,7209,78.755,7.21086
bwamem,align,sim5,CHM13,150,99.1035,91.756,8287,118.283,6.57863
bwamem,align,sim5,CHM13,200,99.0609,92.5878,9339,164.256,6.27444
bwamem,align,sim5,CHM13,300,98.8795,93.376,11205,274.696,5.94664
bwamem,align,sim5,CHM13,500,98.483,94.1042,15170,497.752,5.7706
minimap2,align,sim3,CHM13,50,88.7886,78.9535,1635,50.801,11.8042
minimap2,align,sim3,CHM13,75,97.7537,88.5834,1799,63.181,11.6263
minimap2,align,sim3,CHM13,100,99.0562,90.7993,1961,56.139,11.5104
minimap2,align,sim3,CHM13,150,99.5374,92.4113,2202,66.259,11.4892
minimap2,align,sim3,CHM13,200,99.6541,93.2449,2491,70.803,11.4301
minimap2,align,sim3,CHM13,300,99.6715,94.1656,3065,84.197,11.4739
minimap2,align,sim3,CHM13,500,99.5803,95.257,4178,119.935,11.4926
minimap2,align,sim4,CHM13,50,81.4369,71.4094,3109,55.317,11.6756
minimap2,align,sim4,CHM13,75,96.0753,86.343,3365,60.660,11.6846
minimap2,align,sim4,CHM13,100,98.6136,89.8748,3634,57.216,11.5069
minimap2,align,sim4,CHM13,150,99.3679,91.9734,4284,57.837,11.4686
minimap2,align,sim4,CHM13,200,99.4564,92.8513,4750,73.738,11.4309
minimap2,align,sim4,CHM13,300,99.4058,93.7846,5818,79.827,11.472
minimap2,align,sim4,CHM13,500,99.1859,94.7671,8135,118.359,11.4134
minimap2,align,sim5,CHM13,50,78.9161,69.2004,6329,50.908,11.7663
minimap2,align,sim5,CHM13,75,93.8282,84.1809,6738,58.795,11.6555
minimap2,align,sim5,CHM13,100,96.9053,88.1014,7209,55.548,11.5551
minimap2,align,sim5,CHM13,150,98.6702,91.164,8287,62.528,11.4924
minimap2,align,sim5,CHM13,200,98.9636,92.2537,9339,70.672,11.4329
minimap2,align,sim5,CHM13,300,98.8657,93.2208,11205,84.467,11.4757
minimap2,align,sim5,CHM13,500,98.4822,94.0204,15170,122.977,11.4211
strobealign-0.14.0,map,sim3,CHM13,50,96.3136,81.2233,244,9.61,14.3766
strobealign-0.14.0,map,sim3,CHM13,75,99.1852,87.4561,464,13.05,14.3655
strobealign-0.14.0,map,sim3,CHM13,100,99.5144,89.645,631,12.02,14.3689
strobealign-0.14.0,map,sim3,CHM13,150,99.7211,91.825,967,10.38,14.4074
strobealign-0.14.0,map,sim3,CHM13,200,99.7426,92.7215,1274,11.19,14.4546
strobealign-0.14.0,map,sim3,CHM13,300,99.693,93.5564,2091,14.45,14.5384
strobealign-0.14.0,map,sim3,CHM13,500,99.582,94.4095,3596,16.62,11.0577
strobealign-0.14.0,map,sim4,CHM13,50,92.4598,76.3786,431,9.03,14.3766
strobealign-0.14.0,map,sim4,CHM13,75,97.7539,84.6814,787,11.27,14.3652
strobealign-0.14.0,map,sim4,CHM13,100,98.3463,87.3682,1101,10.54,14.3662
strobealign-0.14.0,map,sim4,CHM13,150,99.0965,90.4956,1746,9.34,14.4072
strobealign-0.14.0,map,sim4,CHM13,200,99.3903,91.8505,2386,9.71,14.4539
strobealign-0.14.0,map,sim4,CHM13,300,99.416,92.8648,4000,13.06,14.5388
strobealign-0.14.0,map,sim4,CHM13,500,99.1864,93.5666,6914,14.78,11.0562
strobealign-0.14.0,map,sim5,CHM13,50,90.1021,74.2916,829,9.23,14.3766
strobealign-0.14.0,map,sim5,CHM13,75,95.7346,82.719,1538,11.62,14.3654
strobealign-0.14.0,map,sim5,CHM13,100,96.4928,85.3624,2157,11.01,14.3673
strobealign-0.14.0,map,sim5,CHM13,150,97.4265,88.6673,3237,9.26,14.4072
strobealign-0.14.0,map,sim5,CHM13,200,98.2076,90.4427,4530,9.65,14.4539
strobealign-0.14.0,map,sim5,CHM13,300,98.8331,92.1606,7496,13.84,14.54
strobealign-0.14.0,map,sim5,CHM13,500,98.4823,92.7446,12743,14.78,11.0597
strobealign-mcs-022a721,map,sim3,CHM13,50,98.7966,82.6694,1372,14.49,14.4422
strobealign-mcs-022a721,map,sim3,CHM13,75,99.5804,87.6961,629,17.83,14.3645
strobealign-mcs-022a721,map,sim3,CHM13,100,99.7993,89.9944,1714,13.83,14.3808
strobealign-mcs-022a721,map,sim3,CHM13,150,99.7793,91.8651,1192,13.88,14.4067
strobealign-mcs-022a721,map,sim3,CHM13,200,99.7501,92.7734,1485,14.83,14.449
strobealign-mcs-022a721,map,sim3,CHM13,300,99.693,93.642,2248,18.90,14.5394
strobealign-mcs-022a721,map,sim3,CHM13,500,99.582,94.5214,3732,19.53,11.0583
strobealign-mcs-022a721,map,sim4,CHM13,50,98.7582,79.566,2614,13.88,14.4421
strobealign-mcs-022a721,map,sim4,CHM13,75,99.283,85.8877,1123,15.34,14.3645
strobealign-mcs-022a721,map,sim4,CHM13,100,99.6321,88.6171,3182,12.35,14.3792
strobealign-mcs-022a721,map,sim4,CHM13,150,99.5703,90.9856,2265,13.25,14.4069
strobealign-mcs-022a721,map,sim4,CHM13,200,99.5239,92.0196,2844,13.68,14.4534
strobealign-mcs-022a721,map,sim4,CHM13,300,99.4178,92.948,4369,17.72,14.5441
strobealign-mcs-022a721,map,sim4,CHM13,500,99.1864,93.6718,7253,19.75,11.0586
strobealign-mcs-022a721,map,sim5,CHM13,50,98.1919,77.6347,5307,13.38,14.4422
strobealign-mcs-022a721,map,sim5,CHM13,75,97.8944,84.2036,2234,15.54,14.3645
strobealign-mcs-022a721,map,sim5,CHM13,100,99.1958,87.0073,6236,12.65,14.382
strobealign-mcs-022a721,map,sim5,CHM13,150,99.1164,90.0511,4282,13.18,14.4093
strobealign-mcs-022a721,map,sim5,CHM13,200,99.0544,91.2275,5452,14.75,14.4552
strobealign-mcs-022a721,map,sim5,CHM13,300,98.8791,92.3098,8230,17.50,14.5468
strobealign-mcs-022a721,map,sim5,CHM13,500,98.483,92.8442,13433,19.18,11.0577
minimap2,map,sim3,CHM13,50,88.7892,76.8908,167,47.567,11.5066
minimap2,map,sim3,CHM13,75,97.754,87.0175,440,49.755,11.3252
minimap2,map,sim3,CHM13,100,99.0564,89.7113,628,45.375,11.2668
minimap2,map,sim3,CHM13,150,99.5376,91.7156,1058,47.881,11.2837
minimap2,map,sim3,CHM13,200,99.6541,92.6685,1438,56.137,11.21
minimap2,map,sim3,CHM13,300,99.6717,93.6883,2211,60.446,11.2722
minimap2,map,sim3,CHM13,500,99.5803,94.787,3725,74.609,11.3354
minimap2,map,sim4,CHM13,50,81.4398,69.4969,274,38.947,11.3963
minimap2,map,sim4,CHM13,75,96.0763,84.5586,726,47.971,11.3889
minimap2,map,sim4,CHM13,100,98.6145,88.5557,1128,43.395,11.2623
minimap2,map,sim4,CHM13,150,99.3681,91.1295,1983,49.837,11.2418
minimap2,map,sim4,CHM13,200,99.4564,92.1693,2725,55.423,11.2138
minimap2,map,sim4,CHM13,300,99.4059,93.1969,4294,57.905,11.2504
minimap2,map,sim4,CHM13,500,99.1859,94.2034,7236,64.522,11.2836
minimap2,map,sim5,CHM13,50,78.9254,67.3724,544,47.373,11.4905
minimap2,map,sim5,CHM13,75,93.8291,82.5262,1406,51.067,11.3682
minimap2,map,sim5,CHM13,100,96.9074,86.8875,2197,43.914,11.3097
minimap2,map,sim5,CHM13,150,98.6709,90.3203,3715,48.657,11.2674
minimap2,map,sim5,CHM13,200,98.9637,91.5881,5221,50.886,11.213
minimap2,map,sim5,CHM13,300,98.866,92.6531,8108,51.577,11.2704
minimap2,map,sim5,CHM13,500,98.4823,93.4961,13391,68.767,11.2712
strobealign-0.14.0,align,sim3,rye,50,95.1928,45.8151,1655,30.17,33.3377
strobealign-0.14.0,align,sim3,rye,75,98.4406,60.7522,1731,35.33,33.3274
strobealign-0.14.0,align,sim3,rye,100,99.3463,70.094,1950,36.62,33.37
strobealign-0.14.0,align,sim3,rye,150,99.7309,81.2559,2228,37.82,33.4042
strobealign-0.14.0,align,sim3,rye,200,99.7494,86.6965,2458,45.92,33.4411
strobealign-0.14.0,align,sim3,rye,300,99.7016,91.2991,2978,70.65,33.4414
strobealign-0.14.0,align,sim3,rye,500,99.5917,94.2886,4083,100.72,24.9673
strobealign-0.14.0,align,sim4,rye,50,93.3337,42.6625,3140,29.00,33.3377
strobealign-0.14.0,align,sim4,rye,75,97.8054,57.5864,3507,36.11,33.3273
strobealign-0.14.0,align,sim4,rye,100,98.725,66.7424,3617,40.58,33.37
strobealign-0.14.0,align,sim4,rye,150,99.3147,78.3845,4211,44.19,33.4042
strobealign-0.14.0,align,sim4,rye,200,99.473,84.489,4649,58.84,33.4411
strobealign-0.14.0,align,sim4,rye,300,99.4261,89.7643,5726,91.85,33.437
strobealign-0.14.0,align,sim4,rye,500,99.2086,93.2636,7914,145.43,24.9678
strobealign-0.14.0,align,sim5,rye,50,91.0989,41.4166,6321,28.38,33.3377
strobealign-0.14.0,align,sim5,rye,75,95.9448,56.0026,6582,37.35,33.3273
strobealign-0.14.0,align,sim5,rye,100,97.0284,64.8647,7349,40.45,33.3701
strobealign-0.14.0,align,sim5,rye,150,97.8447,76.3539,8262,50.24,33.4037
strobealign-0.14.0,align,sim5,rye,200,98.4935,82.66,9311,67.70,33.4411
strobealign-0.14.0,align,sim5,rye,300,98.8404,88.5829,11311,113.12,33.4412
strobealign-0.14.0,align,sim5,rye,500,98.4533,92.1433,15461,203.62,24.9676
strobealign-mcs-022a721,align,sim3,rye,50,97.9858,46.8946,1655,36.81,33.2994
strobealign-mcs-022a721,align,sim3,rye,75,99.72,61.1039,1731,38.43,33.372
strobealign-mcs-022a721,align,sim3,rye,100,99.8024,70.491,1950,37.38,33.4231
strobealign-mcs-022a721,align,sim3,rye,150,99.777,81.2718,2228,44.66,33.4072
strobealign-mcs-022a721,align,sim3,rye,200,99.7542,86.8143,2458,55.81,33.4571
strobealign-mcs-022a721,align,sim3,rye,300,99.7022,91.5148,2978,76.90,33.4421
strobealign-mcs-022a721,align,sim3,rye,500,99.5917,94.4119,4083,99.50,25.0105
strobealign-mcs-022a721,align,sim4,rye,50,98.0661,44.8805,3140,38.42,33.2992
strobealign-mcs-022a721,align,sim4,rye,75,99.4371,58.7507,3507,39.34,33.3722
strobealign-mcs-022a721,align,sim4,rye,100,99.6364,67.929,3617,42.21,33.423
strobealign-mcs-022a721,align,sim4,rye,150,99.5783,78.8773,4211,53.74,33.407
strobealign-mcs-022a721,align,sim4,rye,200,99.5351,84.8656,4649,69.16,33.4533
strobealign-mcs-022a721,align,sim4,rye,300,99.4274,90.1346,5726,99.66,33.4422
strobealign-mcs-022a721,align,sim4,rye,500,99.2086,93.4565,7914,145.55,25.0082
strobealign-mcs-022a721,align,sim5,rye,50,97.5622,43.6516,6321,38.29,33.2994
strobealign-mcs-022a721,align,sim5,rye,75,98.1018,57.2285,6582,40.69,33.3719
strobealign-mcs-022a721,align,sim5,rye,100,99.1696,66.325,7349,41.99,33.423
strobealign-mcs-022a721,align,sim5,rye,150,99.1429,77.3142,8262,56.60,33.407
strobealign-mcs-022a721,align,sim5,rye,200,99.0594,83.4036,9311,77.60,33.4572
strobealign-mcs-022a721,align,sim5,rye,300,98.8687,89.008,11311,116.62,33.4421
strobealign-mcs-022a721,align,sim5,rye,500,98.4539,92.3936,15461,202.98,25.0109
bwamem,align,sim3,rye,50,99.6162,48.866,1655,138.940,22.7189
bwamem,align,sim3,rye,75,99.7679,63.4266,1731,136.081,19.249
bwamem,align,sim3,rye,100,99.8008,72.8129,1950,135.119,16.3369
bwamem,align,sim3,rye,150,99.7772,83.0914,2228,183.802,14.1695
bwamem,align,sim3,rye,200,99.7542,88.0785,2458,242.162,13.3716
bwamem,align,sim3,rye,300,99.7022,92.3377,2978,369.080,12.7802
bwamem,align,sim3,rye,500,99.5917,94.8794,4083,656.538,12.5525
bwamem,align,sim4,rye,50,98.5687,47.4363,3140,140.416,22.302
bwamem,align,sim4,rye,75,99.3511,62.1277,3507,151.461,19.4907
bwamem,align,sim4,rye,100,99.6019,71.5463,3617,174.183,16.7435
bwamem,align,sim4,rye,150,99.5785,82.1711,4211,251.414,14.5835
bwamem,align,sim4,rye,200,99.5351,87.3826,4649,337.772,13.7013
bwamem,align,sim4,rye,300,99.4274,91.8334,5726,519.507,12.9886
bwamem,align,sim4,rye,500,99.2086,94.4707,7914,908.183,12.5998
bwamem,align,sim5,rye,50,96.0391,46.0166,6321,147.734,22.0746
bwamem,align,sim5,rye,75,97.5699,60.4524,6582,150.083,19.4663
bwamem,align,sim5,rye,100,98.3485,69.8861,7349,167.844,16.8385
bwamem,align,sim5,rye,150,99.1179,80.6512,8262,254.807,14.7358
bwamem,align,sim5,rye,200,99.065,85.961,9311,344.512,13.8178
bwamem,align,sim5,rye,300,98.8689,90.7772,11311,523.317,13.0492
bwamem,align,sim5,rye,500,98.4539,93.5747,15461,920.794,12.6359
minimap2,align,sim3,rye,50,83.158,43.0744,1655,81.934,20.8109
minimap2,align,sim3,rye,75,93.9857,60.5671,1731,99.660,20.7088
minimap2,align,sim3,rye,100,96.962,70.5512,1950,103.531,20.3928
minimap2,align,sim3,rye,150,98.9008,81.2818,2228,136.563,20.1344
minimap2,align,sim3,rye,200,99.44,86.5521,2458,152.244,19.9593
minimap2,align,sim3,rye,300,99.6498,91.4221,2978,219.534,19.8398
minimap2,align,sim3,rye,500,99.5894,94.5048,4083,396.485,19.7191
minimap2,align,sim4,rye,50,78.4107,38.7319,3140,76.037,20.7366
minimap2,align,sim4,rye,75,93.2531,57.9022,3507,101.437,20.6548
minimap2,align,sim4,rye,100,96.9609,68.4314,3617,110.817,20.3978
minimap2,align,sim4,rye,150,98.9194,79.6558,4211,131.583,20.1463
minimap2,align,sim4,rye,200,99.3333,85.352,4649,154.828,19.9706
minimap2,align,sim4,rye,300,99.405,90.5578,5726,222.691,19.8198
minimap2,align,sim4,rye,500,99.2081,93.9062,7914,399.810,19.6942
minimap2,align,sim5,rye,50,76.088,37.4636,6321,73.930,20.6684
minimap2,align,sim5,rye,75,91.0783,56.1209,6582,90.646,20.6229
minimap2,align,sim5,rye,100,95.2677,66.5677,7349,107.204,20.3815
minimap2,align,sim5,rye,150,98.1608,78.1254,8262,118.312,20.1494
minimap2,align,sim5,rye,200,98.7847,84.0076,9311,148.137,19.9788
minimap2,align,sim5,rye,300,98.8365,89.3986,11311,218.928,19.8254
minimap2,align,sim5,rye,500,98.453,92.6134,15461,387.683,19.665
strobealign-0.14.0,map,sim3,rye,50,95.1928,41.127,284,23.74,33.3377
strobealign-0.14.0,map,sim3,rye,75,98.4406,54.9403,450,24.16,33.3273
strobealign-0.14.0,map,sim3,rye,100,99.3463,64.1272,676,22.48,33.3701
strobealign-0.14.0,map,sim3,rye,150,99.7309,76.744,992,22.81,33.4042
strobealign-0.14.0,map,sim3,rye,200,99.7494,83.1689,1339,26.49,33.4411
strobealign-0.14.0,map,sim3,rye,300,99.7016,88.4705,2064,41.25,33.4414
strobealign-0.14.0,map,sim3,rye,500,99.5917,92.3715,3549,46.01,24.9676
strobealign-0.14.0,map,sim4,rye,50,93.3337,37.6405,410,21.00,33.3377
strobealign-0.14.0,map,sim4,rye,75,97.8054,50.6003,873,22.25,33.3275
strobealign-0.14.0,map,sim4,rye,100,98.725,58.9625,1130,20.63,33.3701
strobealign-0.14.0,map,sim4,rye,150,99.3147,72.0171,1771,21.75,33.4041
strobealign-0.14.0,map,sim4,rye,200,99.473,79.1487,2360,23.10,33.4411
strobealign-0.14.0,map,sim4,rye,300,99.4261,85.4018,3939,36.38,33.441
strobealign-0.14.0,map,sim4,rye,500,99.2086,89.9476,6692,40.10,24.9677
strobealign-0.14.0,map,sim5,rye,50,91.0989,36.5354,868,20.24,33.3377
strobealign-0.14.0,map,sim5,rye,75,95.9448,49.1267,1585,22.22,33.3273
strobealign-0.14.0,map,sim5,rye,100,97.0284,57.329,2246,20.96,33.37
strobealign-0.14.0,map,sim5,rye,150,97.8447,70.058,3379,20.24,33.4041
strobealign-0.14.0,map,sim5,rye,200,98.4935,77.0312,4599,21.59,33.4411
strobealign-0.14.0,map,sim5,rye,300,98.8404,83.8946,7500,31.60,33.4414
strobealign-0.14.0,map,sim5,rye,500,98.4533,88.4658,12965,36.45,24.9676
strobealign-mcs-022a721,map,sim3,rye,50,97.9858,41.7799,1445,29.02,33.2994
strobealign-mcs-022a721,map,sim3,rye,75,99.72,54.9331,586,27.47,33.3722
strobealign-mcs-022a721,map,sim3,rye,100,99.8024,64.7358,1638,24.86,33.423
strobealign-mcs-022a721,map,sim3,rye,150,99.777,76.7588,1196,29.51,33.4072
strobealign-mcs-022a721,map,sim3,rye,200,99.7542,83.4207,1511,37.80,33.4571
strobealign-mcs-022a721,map,sim3,rye,300,99.7022,89.164,2219,50.29,33.4422
strobealign-mcs-022a721,map,sim3,rye,500,99.5917,92.8824,3676,54.41,25.0082
strobealign-mcs-022a721,map,sim4,rye,50,98.0661,38.7606,2724,28.18,33.2994
strobealign-mcs-022a721,map,sim4,rye,75,99.4371,51.1004,1171,24.69,33.3721
strobealign-mcs-022a721,map,sim4,rye,100,99.6364,60.5279,3108,21.80,33.4231
strobealign-mcs-022a721,map,sim4,rye,150,99.5783,72.4088,2193,28.35,33.4071
strobealign-mcs-022a721,map,sim4,rye,200,99.5351,79.6645,2726,34.76,33.4572
strobealign-mcs-022a721,map,sim4,rye,300,99.4274,86.2703,4262,48.74,33.4421
strobealign-mcs-022a721,map,sim4,rye,500,99.2086,90.6632,7006,50.54,25.0081
strobealign-mcs-022a721,map,sim5,rye,50,97.5622,37.7108,5440,26.63,33.2994
strobealign-mcs-022a721,map,sim5,rye,75,98.1018,49.7405,2126,24.30,33.3721
strobealign-mcs-022a721,map,sim5,rye,100,99.1696,58.9858,6265,21.44,33.4229
strobealign-mcs-022a721,map,sim5,rye,150,99.1429,70.7229,4274,26.98,33.4072
strobealign-mcs-022a721,map,sim5,rye,200,99.0594,77.8418,5412,34.22,33.4571
strobealign-mcs-022a721,map,sim5,rye,300,98.8687,84.7584,8207,45.59,33.4421
strobealign-mcs-022a721,map,sim5,rye,500,98.4539,89.1934,13671,49.15,25.0082
minimap2,map,sim3,rye,50,83.1584,37.6356,170,61.279,20.0333
minimap2,map,sim3,rye,75,93.9857,54.2032,385,76.863,19.9762
minimap2,map,sim3,rye,100,96.9621,64.3684,636,79.762,19.8193
minimap2,map,sim3,rye,150,98.9008,76.1801,1063,91.530,19.6632
minimap2,map,sim3,rye,200,99.44,82.5796,1424,96.040,19.5646
minimap2,map,sim3,rye,300,99.6498,88.956,2155,126.223,19.5264
minimap2,map,sim3,rye,500,99.5894,93.3065,3661,192.206,19.4996
minimap2,map,sim4,rye,50,78.4125,33.6447,241,59.190,20.0131
minimap2,map,sim4,rye,75,93.2534,50.8652,751,81.571,19.9497
minimap2,map,sim4,rye,100,96.9614,61.2776,1101,80.813,19.8219
minimap2,map,sim4,rye,150,98.9194,73.5246,1923,72.150,19.6658
minimap2,map,sim4,rye,200,99.3333,80.4533,2577,80.416,19.5692
minimap2,map,sim4,rye,300,99.405,87.4078,4149,112.422,19.5047
minimap2,map,sim4,rye,500,99.2081,92.3242,6959,174.314,19.4661
minimap2,map,sim5,rye,50,76.0931,32.5545,511,69.752,19.9634
minimap2,map,sim5,rye,75,91.0792,49.3662,1362,81.331,19.9344
minimap2,map,sim5,rye,100,95.2685,59.7067,2196,75.855,19.8137
minimap2,map,sim5,rye,150,98.1613,72.2177,3723,82.004,19.6661
minimap2,map,sim5,rye,200,98.7851,79.2714,5091,87.869,19.5702
minimap2,map,sim5,rye,300,98.8365,86.3598,8001,100.189,19.5167
minimap2,map,sim5,rye,500,98.453,91.3061,13550,165.337,19.4439
