tool,type,dataset,genome,ends,read_length,aligned,accuracy,overaligned,time,memory
minimap2,align,sim4,maize,se,100,98.4724,69.4438,3622,32.724,8.57566
minimap2,align,sim4,maize,se,150,99.3451,80.3013,4148,41.916,8.33938
minimap2,align,sim4,maize,se,200,99.4233,85.8874,4934,52.880,8.16447
minimap2,align,sim4,maize,se,300,99.3933,91.3508,5920,82.803,7.97359
minimap2,align,sim4,maize,se,500,99.2027,95.193,7955,162.028,7.81714
minimap2,align,sim5,maize,se,50,80.0567,39.6913,6175,21.035,8.92296
minimap2,align,sim5,maize,se,75,93.8454,57.7856,6641,26.907,8.82003
minimap2,align,sim5,maize,se,100,96.8175,67.6102,7257,32.596,8.55019
minimap2,align,sim5,maize,se,150,98.6352,78.7195,8206,42.003,8.32773
minimap2,align,sim5,maize,se,200,98.9494,84.6614,9236,52.674,8.16303
minimap2,align,sim5,maize,se,300,98.8462,90.2837,11322,82.972,7.96905
minimap2,align,sim5,maize,se,500,98.443,93.8576,15553,161.851,7.81932
xmapper,align,sim3,maize,se,50,86.2399,49.8892,1561,35.871,20.9924
xmapper,align,sim3,maize,se,75,95.1639,63.2599,1770,472.821,20.9661
xmapper,align,sim3,maize,se,100,97.8478,71.9827,1878,56.632,21.0117
xmapper,align,sim3,maize,se,150,98.9544,81.9703,2195,93.584,20.9878
xmapper,align,sim3,maize,se,200,99.1735,87.1743,2389,617.06,20.9572
xmapper,align,sim3,maize,se,300,99.5378,92.4103,3115,276.87,20.9856
xmapper,align,sim3,maize,se,500,99.5568,95.9248,4307,781.187,20.9762
xmapper,align,sim4,maize,se,50,84.2963,47.8433,3148,32.094,20.9753
xmapper,align,sim4,maize,se,75,92.9867,61.0247,3380,479.727,20.9799
xmapper,align,sim4,maize,se,100,95.3256,69.4156,3622,73.038,21.0032
xmapper,align,sim4,maize,se,150,96.0885,79.0204,4148,181.265,20.9689
xmapper,align,sim4,maize,se,200,96.4618,84.3439,4934,873.248,20.9691
xmapper,align,sim4,maize,se,300,98.08,90.672,5920,1350.77,20.9636
xmapper,align,sim4,maize,se,500,98.8988,95.0629,7955,1301.57,20.9865
xmapper,align,sim5,maize,se,50,81.0857,45.8416,6175,29.972,20.9482
xmapper,align,sim5,maize,se,75,88.708,58.1141,6641,473.563,21.0095
xmapper,align,sim5,maize,se,100,90.1638,65.5847,7257,87.049,20.998
xmapper,align,sim5,maize,se,150,89.3394,73.4031,8206,263.145,20.9529
xmapper,align,sim5,maize,se,200,88.2773,76.9691,9236,574.909,21.0013
xmapper,align,sim5,maize,se,300,86.9621,80.1282,11322,2166.69,20.9705
xmapper,align,sim5,maize,se,500,88.6443,84.8573,15553,4851.73,20.9858
strobealign-0.14.0,map,sim3,maize,se,50,96.4244,43.7613,269,9.59,9.7868
strobealign-0.14.0,map,sim3,maize,se,75,99.0195,56.6996,437,9.55,9.79232
strobealign-0.14.0,map,sim3,maize,se,100,99.516,65.1445,616,8.49,9.80005
strobealign-0.14.0,map,sim3,maize,se,150,99.7324,77.1221,972,8.44,9.80787
strobealign-0.14.0,map,sim3,maize,se,200,99.753,83.4503,1310,9.82,9.80894
strobealign-0.14.0,map,sim3,maize,se,300,99.6873,89.1819,2135,16.16,9.88585
strobealign-0.14.0,map,sim3,maize,se,500,99.5686,93.1743,3651,19.38,8.1835
strobealign-0.14.0,map,sim4,maize,se,50,93.8463,40.3554,429,8.65,9.78658
strobealign-0.14.0,map,sim4,maize,se,75,98.099,52.6961,883,8.78,9.7924
strobealign-0.14.0,map,sim4,maize,se,100,98.7384,60.512,1208,7.79,9.80026
strobealign-0.14.0,map,sim4,maize,se,150,99.2869,72.8637,1743,7.42,9.8078
strobealign-0.14.0,map,sim4,maize,se,200,99.4261,79.6312,2536,8.29,9.80862
strobealign-0.14.0,map,sim4,maize,se,300,99.4057,86.1282,4061,13.43,9.88099
strobealign-0.14.0,map,sim4,maize,se,500,99.2043,90.553,6774,15.95,8.18262
strobealign-0.14.0,map,sim5,maize,se,50,91.5472,39.1068,833,8.38,9.78687
strobealign-0.14.0,map,sim5,maize,se,75,96.1785,51.1771,1586,8.57,9.7924
strobealign-0.14.0,map,sim5,maize,se,100,97.0344,58.7319,2203,7.63,9.79993
strobealign-0.14.0,map,sim5,maize,se,150,97.7801,70.8091,3390,7.19,9.80795
strobealign-0.14.0,map,sim5,maize,se,200,98.4484,77.6617,4562,8.05,9.8086
strobealign-0.14.0,map,sim5,maize,se,300,98.8337,84.6116,7715,12.83,9.88368
strobealign-0.14.0,map,sim5,maize,se,500,98.4439,89.1274,13120,15.17,8.18513
strobealign-mcs-022a721,map,sim3,maize,se,50,97.8307,44.6644,945,12.42,9.76723
strobealign-mcs-022a721,map,sim3,maize,se,75,99.5736,56.9262,529,11.16,9.78827
strobealign-mcs-022a721,map,sim3,maize,se,100,99.8044,65.9238,1243,8.58,9.79132
strobealign-mcs-022a721,map,sim3,maize,se,150,99.7755,77.2651,1161,11.78,9.80964
strobealign-mcs-022a721,map,sim3,maize,se,200,99.7575,83.6602,1461,14.02,9.807
strobealign-mcs-022a721,map,sim3,maize,se,300,99.6878,89.7671,2298,20.19,9.88208
strobealign-mcs-022a721,map,sim3,maize,se,500,99.5689,93.8291,3815,23.11,8.18631
strobealign-mcs-022a721,map,sim4,maize,se,50,97.7773,41.9941,1934,11.58,9.76705
strobealign-mcs-022a721,map,sim4,maize,se,75,99.2788,53.4427,1070,10.38,9.78832
strobealign-mcs-022a721,map,sim4,maize,se,100,99.6287,62.3152,2388,8.07,9.79169
strobealign-mcs-022a721,map,sim4,maize,se,150,99.5809,73.4569,2116,10.74,9.80801
strobealign-mcs-022a721,map,sim4,maize,se,200,99.505,80.1311,2936,12.75,9.80677
strobealign-mcs-022a721,map,sim4,maize,se,300,99.4075,86.9011,4386,18.43,9.88579
strobealign-mcs-022a721,map,sim4,maize,se,500,99.2044,91.4333,7073,20.97,8.18261
strobealign-mcs-022a721,map,sim5,maize,se,50,96.8282,40.7945,3853,11.34,9.76719
strobealign-mcs-022a721,map,sim5,maize,se,75,97.8353,52.0495,1931,10.30,9.78688
strobealign-mcs-022a721,map,sim5,maize,se,100,99.0258,60.6666,4582,7.99,9.7936
strobealign-mcs-022a721,map,sim5,maize,se,150,99.1254,71.7506,4133,10.65,9.8079
strobealign-mcs-022a721,map,sim5,maize,se,200,99.065,78.4474,5381,12.50,9.80695
strobealign-mcs-022a721,map,sim5,maize,se,300,98.8673,85.4173,8377,17.91,9.89022
strobealign-mcs-022a721,map,sim5,maize,se,500,98.4447,89.873,13782,20.45,8.18462
strobealign-mcs-feed434,map,sim3,maize,se,50,97.4344,44.2331,370,10.47,9.8
strobealign-mcs-feed434,map,sim3,maize,se,75,99.1723,56.7832,479,10.16,9.80719
strobealign-mcs-feed434,map,sim3,maize,se,100,99.6171,65.2016,657,8.92,9.81755
strobealign-mcs-feed434,map,sim3,maize,se,150,99.753,77.1003,1085,8.73,9.82266
strobealign-mcs-feed434,map,sim3,maize,se,200,99.7571,83.4557,1399,10.09,9.82489
strobealign-mcs-feed434,map,sim3,maize,se,300,99.6873,89.1485,2240,16.49,9.89651
strobealign-mcs-feed434,map,sim3,maize,se,500,99.5684,93.1588,3754,19.91,8.20453
strobealign-mcs-feed434,map,sim4,maize,se,50,96.2367,41.392,629,9.43,9.80109
strobealign-mcs-feed434,map,sim4,maize,se,75,98.7504,52.9919,969,9.43,9.80947
strobealign-mcs-feed434,map,sim4,maize,se,100,99.2768,60.8046,1323,8.26,9.81674
strobealign-mcs-feed434,map,sim4,maize,se,150,99.4908,72.9978,1964,7.67,9.82251
strobealign-mcs-feed434,map,sim4,maize,se,200,99.4889,79.6876,2790,8.56,9.82325
strobealign-mcs-feed434,map,sim4,maize,se,300,99.407,86.0915,4277,13.77,9.89557
strobealign-mcs-feed434,map,sim4,maize,se,500,99.2043,90.521,6986,16.56,8.20741
strobealign-mcs-feed434,map,sim5,maize,se,50,94.223,40.1728,1262,9.12,9.80138
strobealign-mcs-feed434,map,sim5,maize,se,75,97.0647,51.6119,1747,9.25,9.80807
strobealign-mcs-feed434,map,sim5,maize,se,100,98.0008,59.249,2433,8.09,9.81694
strobealign-mcs-feed434,map,sim5,maize,se,150,98.5549,71.2004,3834,7.51,9.82248
strobealign-mcs-feed434,map,sim5,maize,se,200,98.8424,77.8815,5058,8.35,9.82302
strobealign-mcs-feed434,map,sim5,maize,se,300,98.8563,84.6366,8139,13.20,9.91251
strobealign-mcs-feed434,map,sim5,maize,se,500,98.4444,89.0928,13552,15.73,8.20288
minimap2,map,sim3,maize,se,50,88.5855,40.4603,162,17.057,8.24882
minimap2,map,sim3,maize,se,75,97.2411,56.3248,397,21.682,8.15016
minimap2,map,sim3,maize,se,100,98.7781,65.8736,606,23.971,7.95165
minimap2,map,sim3,maize,se,150,99.4576,77.2688,1068,29.351,7.80463
minimap2,map,sim3,maize,se,200,99.6171,83.5804,1417,35.686,7.69003
minimap2,map,sim3,maize,se,300,99.6479,89.9199,2264,52.158,7.62775
minimap2,map,sim3,maize,se,500,99.5642,94.6181,3799,92.706,7.55869
minimap2,map,sim4,maize,se,50,82.594,36.2881,267,16.629,8.17892
minimap2,map,sim4,maize,se,75,95.9958,53.1697,782,19.892,8.11841
minimap2,map,sim4,maize,se,100,98.4727,63.1438,1212,21.887,7.94553
minimap2,map,sim4,maize,se,150,99.3451,75.0754,1928,26.465,7.79469
minimap2,map,sim4,maize,se,200,99.4233,81.6845,2831,32.297,7.6914
minimap2,map,sim4,maize,se,300,99.3933,88.5704,4330,47.035,7.61384
minimap2,map,sim4,maize,se,500,99.2027,93.707,7052,83.489,7.54305
minimap2,map,sim5,maize,se,50,80.061,35.0725,538,15.893,8.16407
minimap2,map,sim5,maize,se,75,93.8465,51.657,1405,19.392,8.10455
minimap2,map,sim5,maize,se,100,96.8192,61.6223,2188,21.773,7.93605
minimap2,map,sim5,maize,se,150,98.6365,73.7054,3781,26.057,7.79406
minimap2,map,sim5,maize,se,200,98.9497,80.6163,5133,31.542,7.68977
minimap2,map,sim5,maize,se,300,98.8462,87.6746,8233,45.636,7.6102
minimap2,map,sim5,maize,se,500,98.443,92.7503,13726,80.399,7.53505
strobealign-0.14.0,align,sim3,CHM13,se,50,96.3136,83.1318,1635,5.53,14.3785
strobealign-0.14.0,align,sim3,CHM13,se,75,99.1852,88.9224,1799,7.10,14.3946
strobealign-0.14.0,align,sim3,CHM13,se,100,99.5144,90.7257,1961,6.94,14.436
strobealign-0.14.0,align,sim3,CHM13,se,150,99.7211,92.4103,2202,6.72,14.4746
strobealign-0.14.0,align,sim3,CHM13,se,200,99.7426,93.2543,2491,7.73,14.5378
strobealign-0.14.0,align,sim3,CHM13,se,300,99.693,94.1242,3065,11.63,14.6814
strobealign-0.14.0,align,sim3,CHM13,se,500,99.582,95.1364,4178,20.31,11.2182
strobealign-0.14.0,align,sim4,CHM13,se,50,92.4598,78.4761,3109,5.53,14.3785
strobealign-0.14.0,align,sim4,CHM13,se,75,97.7539,86.684,3365,7.22,14.3926
strobealign-0.14.0,align,sim4,CHM13,se,100,98.3463,88.9494,3634,7.49,14.422
strobealign-0.14.0,align,sim4,CHM13,se,150,99.0965,91.4378,4284,7.60,14.493
strobealign-0.14.0,align,sim4,CHM13,se,200,99.3903,92.6523,4750,9.51,14.5594
strobealign-0.14.0,align,sim4,CHM13,se,300,99.416,93.6638,5818,15.51,14.6681
strobealign-0.14.0,align,sim4,CHM13,se,500,99.1864,94.5677,8135,34.08,11.2036
strobealign-0.14.0,align,sim5,CHM13,se,50,90.1021,76.3322,6329,5.41,14.3784
strobealign-0.14.0,align,sim5,CHM13,se,75,95.7346,84.6904,6738,7.10,14.3926
strobealign-0.14.0,align,sim5,CHM13,se,100,96.4928,86.9739,7209,7.23,14.434
strobealign-0.14.0,align,sim5,CHM13,se,150,97.4265,89.7028,8287,8.18,14.4924
strobealign-0.14.0,align,sim5,CHM13,se,200,98.2076,91.3643,9339,11.03,14.5708
strobealign-0.14.0,align,sim5,CHM13,se,300,98.8331,93.0244,11205,21.19,14.6887
strobealign-0.14.0,align,sim5,CHM13,se,500,98.4823,93.7869,15170,54.62,11.2153
strobealign-mcs-022a721,align,sim3,CHM13,se,50,98.7966,85.2944,1635,8.10,14.4442
strobealign-mcs-022a721,align,sim3,CHM13,se,75,99.5804,89.3016,1799,9.00,14.3854
strobealign-mcs-022a721,align,sim3,CHM13,se,100,99.7993,90.9951,1961,6.89,14.4438
strobealign-mcs-022a721,align,sim3,CHM13,se,150,99.7793,92.4907,2202,7.46,14.4989
strobealign-mcs-022a721,align,sim3,CHM13,se,200,99.7501,93.2794,2491,8.87,14.5311
strobealign-mcs-022a721,align,sim3,CHM13,se,300,99.693,94.1627,3065,12.36,14.6731
strobealign-mcs-022a721,align,sim3,CHM13,se,500,99.582,95.164,4178,21.20,11.2005
strobealign-mcs-022a721,align,sim4,CHM13,se,50,98.7582,83.3514,3109,8.44,14.4439
strobealign-mcs-022a721,align,sim4,CHM13,se,75,99.283,88.1923,3365,9.05,14.3872
strobealign-mcs-022a721,align,sim4,CHM13,se,100,99.6321,90.2237,3634,7.94,14.4239
strobealign-mcs-022a721,align,sim4,CHM13,se,150,99.5703,91.9562,4284,8.54,14.4863
strobealign-mcs-022a721,align,sim4,CHM13,se,200,99.5239,92.8123,4750,10.48,14.5609
strobealign-mcs-022a721,align,sim4,CHM13,se,300,99.4178,93.7202,5818,17.30,14.6695
strobealign-mcs-022a721,align,sim4,CHM13,se,500,99.1864,94.6102,8135,34.46,11.2405
strobealign-mcs-022a721,align,sim5,CHM13,se,50,98.1919,81.4535,6329,8.62,14.4442
strobealign-mcs-022a721,align,sim5,CHM13,se,75,97.8944,86.5654,6738,9.24,14.3882
strobealign-mcs-022a721,align,sim5,CHM13,se,100,99.1958,88.9948,7209,7.94,14.4443
strobealign-mcs-022a721,align,sim5,CHM13,se,150,99.1164,91.2282,8287,9.42,14.4959
strobealign-mcs-022a721,align,sim5,CHM13,se,200,99.0544,92.1846,9339,12.45,14.5326
strobealign-mcs-022a721,align,sim5,CHM13,se,300,98.8791,93.114,11205,22.45,14.6962
strobealign-mcs-022a721,align,sim5,CHM13,se,500,98.483,93.8382,15170,55.64,11.2277
strobealign-mcs-feed434,align,sim3,CHM13,se,50,98.5032,84.8362,1635,6.33,14.4394
strobealign-mcs-feed434,align,sim3,CHM13,se,75,99.5265,89.2228,1799,7.83,14.4415
strobealign-mcs-feed434,align,sim3,CHM13,se,100,99.7283,90.9288,1961,7.64,14.4675
strobealign-mcs-feed434,align,sim3,CHM13,se,150,99.7722,92.4585,2202,7.12,14.527
strobealign-mcs-feed434,align,sim3,CHM13,se,200,99.7493,93.2646,2491,8.04,14.5947
strobealign-mcs-feed434,align,sim3,CHM13,se,300,99.693,94.1276,3065,11.79,14.7089
strobealign-mcs-feed434,align,sim3,CHM13,se,500,99.582,95.1309,4178,20.40,11.2656
strobealign-mcs-feed434,align,sim4,CHM13,se,50,97.4575,82.1039,3109,6.32,14.4407
strobealign-mcs-feed434,align,sim4,CHM13,se,75,99.0597,87.8226,3365,7.78,14.4439
strobealign-mcs-feed434,align,sim4,CHM13,se,100,99.4435,89.9391,3634,8.00,14.4836
strobealign-mcs-feed434,align,sim4,CHM13,se,150,99.5253,91.8267,4284,8.23,14.5409
strobealign-mcs-feed434,align,sim4,CHM13,se,200,99.5137,92.7572,4750,9.82,14.5975
strobealign-mcs-feed434,align,sim4,CHM13,se,300,99.4176,93.653,5818,15.57,14.7188
strobealign-mcs-feed434,align,sim4,CHM13,se,500,99.1864,94.5441,8135,33.44,11.2816
strobealign-mcs-feed434,align,sim5,CHM13,se,50,95.7674,80.1149,6329,6.22,14.4399
strobealign-mcs-feed434,align,sim5,CHM13,se,75,97.4172,86.0627,6738,7.89,14.4475
strobealign-mcs-feed434,align,sim5,CHM13,se,100,98.2675,88.4805,7209,8.17,14.4852
strobealign-mcs-feed434,align,sim5,CHM13,se,150,98.859,90.9627,8287,8.78,14.5437
strobealign-mcs-feed434,align,sim5,CHM13,se,200,98.952,92.0393,9339,11.63,14.603
strobealign-mcs-feed434,align,sim5,CHM13,se,300,98.8753,93.0613,11205,20.71,14.7237
strobealign-mcs-feed434,align,sim5,CHM13,se,500,98.4829,93.7694,15170,53.14,11.2983
bwamem,align,sim3,CHM13,se,50,99.5865,86.6397,1635,25.250,8.64249
bwamem,align,sim3,CHM13,se,75,99.7589,90.104,1799,27.292,7.83442
bwamem,align,sim3,CHM13,se,100,99.7967,91.4537,1961,28.927,7.06573
bwamem,align,sim3,CHM13,se,150,99.7798,92.7377,2202,42.358,6.40736
bwamem,align,sim3,CHM13,se,200,99.7509,93.4772,2491,57.123,6.12511
bwamem,align,sim3,CHM13,se,300,99.6935,94.3057,3065,93.694,5.84856
bwamem,align,sim3,CHM13,se,500,99.5822,95.3369,4178,166.444,5.76463
bwamem,align,sim4,CHM13,se,50,98.3829,85.1336,3109,26.246,8.64069
bwamem,align,sim4,CHM13,se,75,99.329,89.4593,3365,31.185,8.0013
bwamem,align,sim4,CHM13,se,100,99.592,91.0725,3634,35.494,7.20637
bwamem,align,sim4,CHM13,se,150,99.5712,92.4195,4284,55.617,6.52555
bwamem,align,sim4,CHM13,se,200,99.5249,93.1673,4750,78.125,6.23535
bwamem,align,sim4,CHM13,se,300,99.4182,93.9666,5818,130.957,5.9221
bwamem,align,sim4,CHM13,se,500,99.1865,94.8941,8135,231.814,5.76673
bwamem,align,sim5,CHM13,se,50,95.7834,82.7787,6329,25.186,8.55616
bwamem,align,sim5,CHM13,se,75,97.5036,87.642,6738,31.328,7.99764
bwamem,align,sim5,CHM13,se,100,98.3278,89.6509,7209,35.683,7.21608
bwamem,align,sim5,CHM13,se,150,99.1035,91.756,8287,57.540,6.57419
bwamem,align,sim5,CHM13,se,200,99.0609,92.5878,9339,78.911,6.27431
bwamem,align,sim5,CHM13,se,300,98.8795,93.376,11205,134.450,5.9525
bwamem,align,sim5,CHM13,se,500,98.483,94.1042,15170,256.276,5.78383
minimap2,align,sim3,CHM13,se,50,88.7886,78.9535,1635,23.371,11.8322
minimap2,align,sim3,CHM13,se,75,97.7537,88.5834,1799,23.415,11.6419
minimap2,align,sim3,CHM13,se,100,99.0562,90.7993,1961,25.605,11.5286
minimap2,align,sim3,CHM13,se,150,99.5374,92.4113,2202,29.128,11.4954
minimap2,align,sim3,CHM13,se,200,99.6541,93.2449,2491,31.600,11.4386
minimap2,align,sim3,CHM13,se,300,99.6715,94.1656,3065,37.277,11.4772
minimap2,align,sim3,CHM13,se,500,99.5803,95.257,4178,50.050,11.4794
minimap2,align,sim4,CHM13,se,50,81.4369,71.4094,3109,20.910,11.6953
minimap2,align,sim4,CHM13,se,75,96.0753,86.343,3365,22.546,11.7077
minimap2,align,sim4,CHM13,se,100,98.6136,89.8748,3634,25.280,11.5242
minimap2,align,sim4,CHM13,se,150,99.3679,91.9734,4284,28.410,11.4771
minimap2,align,sim4,CHM13,se,200,99.4564,92.8513,4750,31.553,11.441
minimap2,align,sim4,CHM13,se,300,99.4058,93.7846,5818,36.331,11.4832
minimap2,align,sim4,CHM13,se,500,99.1859,94.7671,8135,49.361,11.42
minimap2,align,sim5,CHM13,se,50,78.9161,69.2004,6329,21.519,11.7893
minimap2,align,sim5,CHM13,se,75,93.8282,84.1809,6738,23.960,11.6583
minimap2,align,sim5,CHM13,se,100,96.9053,88.1014,7209,24.977,11.578
minimap2,align,sim5,CHM13,se,150,98.6702,91.164,8287,28.167,11.5167
minimap2,align,sim5,CHM13,se,200,98.9636,92.2537,9339,30.526,11.4411
minimap2,align,sim5,CHM13,se,300,98.8657,93.2208,11205,36.814,11.48
minimap2,align,sim5,CHM13,se,500,98.4822,94.0204,15170,50.022,11.4348
xmapper,align,sim3,CHM13,se,50,93.0445,85.221,1635,12.922,20.9841
xmapper,align,sim3,CHM13,se,75,96.7429,89.3427,1799,18.761,21.0066
xmapper,align,sim3,CHM13,se,100,98.0224,90.8212,1961,26.861,20.9993
xmapper,align,sim3,CHM13,se,150,98.8912,92.1227,2202,49.053,21.0238
xmapper,align,sim3,CHM13,se,200,99.1313,92.9465,2491,405.932,21.0137
xmapper,align,sim3,CHM13,se,300,99.5389,94.1626,3065,291.152,21.0064
xmapper,align,sim3,CHM13,se,500,99.5674,95.3301,4178,554.942,21
xmapper,align,sim4,CHM13,se,50,90.5562,82.23,3109,14.335,20.9229
xmapper,align,sim4,CHM13,se,75,94.5083,86.892,3365,21.502,20.9434
xmapper,align,sim4,CHM13,se,100,95.4351,88.1856,3634,31.428,20.9984
xmapper,align,sim4,CHM13,se,150,95.9652,89.3197,4284,78.642,20.9615
xmapper,align,sim4,CHM13,se,200,96.385,90.2889,4750,216.96,20.9906
xmapper,align,sim4,CHM13,se,300,98.1025,92.7548,5818,994.369,20.9793
xmapper,align,sim4,CHM13,se,500,98.8553,94.6107,8135,2072.38,20.9608
xmapper,align,sim5,CHM13,se,50,87.15,79.0891,6329,13.824,20.982
xmapper,align,sim5,CHM13,se,75,90.0749,82.8178,6738,23.063,20.9691
xmapper,align,sim5,CHM13,se,100,90.2207,83.3504,7209,34.796,21.0175
xmapper,align,sim5,CHM13,se,150,89.2184,83.0103,8287,107.064,20.9709
xmapper,align,sim5,CHM13,se,200,88.1043,82.462,9339,654.106,21.0193
xmapper,align,sim5,CHM13,se,300,86.7914,81.9983,11205,1944.01,20.9836
xmapper,align,sim5,CHM13,se,500,88.596,84.668,15170,11026.4,20.9512
strobealign-0.14.0,map,sim3,CHM13,se,50,96.3136,81.2233,244,3.99,14.3792
strobealign-0.14.0,map,sim3,CHM13,se,75,99.1852,87.4561,464,5.12,14.3803
strobealign-0.14.0,map,sim3,CHM13,se,100,99.5144,89.645,631,4.58,14.3871
strobealign-0.14.0,map,sim3,CHM13,se,150,99.7211,91.825,967,3.94,14.4197
strobealign-0.14.0,map,sim3,CHM13,se,200,99.7426,92.7215,1274,3.96,14.469
strobealign-0.14.0,map,sim3,CHM13,se,300,99.693,93.5564,2091,5.14,14.5399
strobealign-0.14.0,map,sim3,CHM13,se,500,99.582,94.4095,3596,5.99,11.0609
strobealign-0.14.0,map,sim4,CHM13,se,50,92.4598,76.3786,431,3.58,14.3786
strobealign-0.14.0,map,sim4,CHM13,se,75,97.7539,84.6814,787,4.58,14.3801
strobealign-0.14.0,map,sim4,CHM13,se,100,98.3463,87.3682,1101,4.43,14.3694
strobealign-0.14.0,map,sim4,CHM13,se,150,99.0965,90.4956,1746,3.64,14.4221
strobealign-0.14.0,map,sim4,CHM13,se,200,99.3903,91.8505,2386,3.51,14.4692
strobealign-0.14.0,map,sim4,CHM13,se,300,99.416,92.8648,4000,4.90,14.5405
strobealign-0.14.0,map,sim4,CHM13,se,500,99.1864,93.5666,6914,5.67,11.0613
strobealign-0.14.0,map,sim5,CHM13,se,50,90.1021,74.2916,829,3.57,14.3786
strobealign-0.14.0,map,sim5,CHM13,se,75,95.7346,82.719,1538,4.60,14.3674
strobealign-0.14.0,map,sim5,CHM13,se,100,96.4928,85.3624,2157,4.17,14.3883
strobealign-0.14.0,map,sim5,CHM13,se,150,97.4265,88.6673,3237,3.65,14.4132
strobealign-0.14.0,map,sim5,CHM13,se,200,98.2076,90.4427,4530,3.49,14.4685
strobealign-0.14.0,map,sim5,CHM13,se,300,98.8331,92.1606,7496,4.47,14.5397
strobealign-0.14.0,map,sim5,CHM13,se,500,98.4823,92.7446,12743,5.31,11.0619
strobealign-mcs-022a721,map,sim3,CHM13,se,50,98.7966,82.6694,1372,6.00,14.4438
strobealign-mcs-022a721,map,sim3,CHM13,se,75,99.5804,87.6961,629,7.02,14.3747
strobealign-mcs-022a721,map,sim3,CHM13,se,100,99.7993,89.9944,1714,4.79,14.4014
strobealign-mcs-022a721,map,sim3,CHM13,se,150,99.7793,91.8651,1192,5.11,14.4134
strobealign-mcs-022a721,map,sim3,CHM13,se,200,99.7501,92.7734,1485,5.09,14.468
strobealign-mcs-022a721,map,sim3,CHM13,se,300,99.693,93.642,2248,6.42,14.5488
strobealign-mcs-022a721,map,sim3,CHM13,se,500,99.582,94.5214,3732,7.43,11.0589
strobealign-mcs-022a721,map,sim4,CHM13,se,50,98.7582,79.566,2614,5.54,14.4442
strobealign-mcs-022a721,map,sim4,CHM13,se,75,99.283,85.8877,1123,6.22,14.3747
strobealign-mcs-022a721,map,sim4,CHM13,se,100,99.6321,88.6171,3182,4.53,14.4064
strobealign-mcs-022a721,map,sim4,CHM13,se,150,99.5703,90.9856,2265,4.78,14.4139
strobealign-mcs-022a721,map,sim4,CHM13,se,200,99.5239,92.0196,2844,4.71,14.4691
strobealign-mcs-022a721,map,sim4,CHM13,se,300,99.4178,92.948,4369,6.37,14.5467
strobealign-mcs-022a721,map,sim4,CHM13,se,500,99.1864,93.6718,7253,7.83,11.0598
strobealign-mcs-022a721,map,sim5,CHM13,se,50,98.1919,77.6347,5307,5.41,14.4442
strobealign-mcs-022a721,map,sim5,CHM13,se,75,97.8944,84.2036,2234,6.21,14.3665
strobealign-mcs-022a721,map,sim5,CHM13,se,100,99.1958,87.0073,6236,4.47,14.4034
strobealign-mcs-022a721,map,sim5,CHM13,se,150,99.1164,90.0511,4282,4.49,14.4171
strobealign-mcs-022a721,map,sim5,CHM13,se,200,99.0544,91.2275,5452,4.74,14.473
strobealign-mcs-022a721,map,sim5,CHM13,se,300,98.8791,92.3098,8230,6.12,14.5487
strobealign-mcs-022a721,map,sim5,CHM13,se,500,98.483,92.8442,13433,7.62,11.0613
strobealign-mcs-feed434,map,sim3,CHM13,se,50,98.5032,82.4269,506,4.66,14.4395
strobealign-mcs-feed434,map,sim3,CHM13,se,75,99.5265,87.7412,541,5.89,14.4185
strobealign-mcs-feed434,map,sim3,CHM13,se,100,99.7283,89.8107,744,5.35,14.4394
strobealign-mcs-feed434,map,sim3,CHM13,se,150,99.7722,91.8427,1159,4.50,14.4638
strobealign-mcs-feed434,map,sim3,CHM13,se,200,99.7493,92.7294,1480,4.25,14.5086
strobealign-mcs-feed434,map,sim3,CHM13,se,300,99.693,93.5538,2279,5.89,14.581
strobealign-mcs-feed434,map,sim3,CHM13,se,500,99.582,94.3915,3732,6.56,11.1129
strobealign-mcs-feed434,map,sim4,CHM13,se,50,97.4575,78.9598,962,4.18,14.441
strobealign-mcs-feed434,map,sim4,CHM13,se,75,99.0597,85.7009,934,5.30,14.4341
strobealign-mcs-feed434,map,sim4,CHM13,se,100,99.4435,88.2542,1341,4.92,14.4354
strobealign-mcs-feed434,map,sim4,CHM13,se,150,99.5253,90.845,2230,4.14,14.4627
strobealign-mcs-feed434,map,sim4,CHM13,se,200,99.5137,91.9513,2813,3.91,14.5097
strobealign-mcs-feed434,map,sim4,CHM13,se,300,99.4176,92.8485,4385,4.98,14.5884
strobealign-mcs-feed434,map,sim4,CHM13,se,500,99.1864,93.5464,7254,5.92,11.1106
strobealign-mcs-feed434,map,sim5,CHM13,se,50,95.7674,77.0224,1953,4.06,14.4399
strobealign-mcs-feed434,map,sim5,CHM13,se,75,97.4172,83.9608,1870,5.16,14.4256
strobealign-mcs-feed434,map,sim5,CHM13,se,100,98.2675,86.7014,2638,4.79,14.4351
strobealign-mcs-feed434,map,sim5,CHM13,se,150,98.859,89.801,4163,4.07,14.4605
strobealign-mcs-feed434,map,sim5,CHM13,se,200,98.952,91.0686,5411,3.95,14.5109
strobealign-mcs-feed434,map,sim5,CHM13,se,300,98.8753,92.196,8309,4.94,14.5892
strobealign-mcs-feed434,map,sim5,CHM13,se,500,98.4829,92.7385,13416,5.73,11.1123
minimap2,map,sim3,CHM13,se,50,88.7892,76.8908,167,18.480,11.5382
minimap2,map,sim3,CHM13,se,75,97.754,87.0175,440,19.972,11.3338
