tool,mode,dataset,genome,ends,read_length,read_count,aligned,overaligned,accuracy,jaccuracy,saccuracy,time,memory
bwamem,align,sim4,fruitfly,se,150,1000000,99.9855,143,92.028,91.32421,92.4014,19.897,0.917366
bwamem,align,sim4,fruitfly,se,200,1000000,99.9814,186,92.8206,92.21834,93.2492,27.350,0.877522
bwamem,align,sim4,fruitfly,se,300,1000000,99.9725,275,93.947,93.49539,94.4068,46.722,0.885609
bwamem,align,sim4,fruitfly,se,500,1000000,99.9604,396,95.3216,94.9929,95.7898,89.497,0.904758
bwamem,align,sim6,fruitfly,se,50,1000000,73.4662,74,64.811,63.90291,64.966,9.272,1.05354
bwamem,align,sim6,fruitfly,se,75,1000000,89.5498,92,79.9484,77.82165,80.8246,15.370,1.22556
bwamem,align,sim6,fruitfly,se,100,1000000,94.9376,100,85.4854,82.45684,86.9904,19.398,1.11846
bwamem,align,sim6,fruitfly,se,150,1000000,98.829,153,90.2531,85.65165,92.3347,33.915,1.00001
bwamem,align,sim6,fruitfly,se,200,1000000,99.7706,229,92.0163,86.39031,94.3131,48.622,0.930264
bwamem,align,sim6,fruitfly,se,300,1000000,99.9626,267,93.4162,87.20283,95.8697,87.141,0.923538
bwamem,align,sim6,fruitfly,se,500,1000000,99.9593,407,94.8692,89.44217,97.4184,170.645,0.953304
minimap2,align,sim0,fruitfly,se,50,1000000,99.9999,0,89.0245,89.02109,89.0245,3.976,1.29674
minimap2,align,sim0,fruitfly,se,75,1000000,100.0,0,90.2299,90.22774,90.2299,4.651,1.26278
minimap2,align,sim0,fruitfly,se,100,1000000,100.0,0,91.0897,91.08743,91.0897,4.740,1.17469
minimap2,align,sim0,fruitfly,se,150,1000000,100.0,0,92.2438,92.2408,92.2438,6.092,1.18063
minimap2,align,sim0,fruitfly,se,200,1000000,100.0,0,93.037,93.03387,93.037,8.022,1.12788
minimap2,align,sim0,fruitfly,se,300,1000000,100.0,0,94.1254,94.12023,94.1254,13.791,1.0858
minimap2,align,sim0,fruitfly,se,500,1000000,100.0,0,95.4738,95.46889,95.4738,27.308,1.01432
minimap2,align,sim4,fruitfly,se,50,1000000,83.9625,68,74.4317,74.28546,74.5389,5.136,1.23125
minimap2,align,sim4,fruitfly,se,75,1000000,97.6348,86,87.772,87.34668,88.0943,6.398,1.2787
minimap2,align,sim4,fruitfly,se,100,1000000,99.594,111,90.4095,89.81886,90.8371,7.367,1.29683
minimap2,align,sim4,fruitfly,se,150,1000000,99.9791,143,92.0199,91.42256,92.5685,9.510,1.31457
minimap2,align,sim4,fruitfly,se,200,1000000,99.9813,186,92.801,92.28325,93.4648,10.922,1.21251
minimap2,align,sim4,fruitfly,se,300,1000000,99.9725,275,93.9292,93.52908,94.7209,16.732,1.09959
minimap2,align,sim4,fruitfly,se,500,1000000,99.9604,396,95.3188,95.01365,96.2764,35.348,1.0186
minimap2,align,sim6,fruitfly,se,50,1000000,26.8271,74,23.4536,23.14109,23.6293,4.050,0.97583
minimap2,align,sim6,fruitfly,se,75,1000000,50.1134,92,44.4433,43.49534,45.0959,5.456,1.09334
minimap2,align,sim6,fruitfly,se,100,1000000,66.6903,100,59.6655,58.02927,60.9356,6.924,1.16076
minimap2,align,sim6,fruitfly,se,150,1000000,85.6536,153,77.9335,74.89287,80.0157,9.261,1.16547
minimap2,align,sim6,fruitfly,se,200,1000000,94.1045,229,86.5711,82.50294,89.2231,12.686,1.13105
minimap2,align,sim6,fruitfly,se,300,1000000,99.0282,267,92.4656,87.80228,95.5387,20.065,1.06641
minimap2,align,sim6,fruitfly,se,500,1000000,99.9314,407,94.7598,90.40917,98.0609,34.398,0.995449
strobealign-caa3745f,map,sim0,fruitfly,se,50,1000000,99.9797,0,88.7432,80.38077,,1.0,0.703758
strobealign-caa3745f,map,sim0,fruitfly,se,75,1000000,99.9953,0,90.0553,84.34884,,1.2,0.734577
strobealign-caa3745f,map,sim0,fruitfly,se,100,1000000,99.9935,0,90.9121,86.57073,,1.5,0.740589
strobealign-caa3745f,map,sim0,fruitfly,se,150,1000000,100.0,0,92.0818,89.13227,,2.1,0.739128
strobealign-caa3745f,map,sim0,fruitfly,se,200,1000000,100.0,0,92.9167,90.67719,,2.7,0.747551
strobealign-caa3745f,map,sim0,fruitfly,se,300,1000000,100.0,0,93.9968,92.45809,,3.9,0.7784
strobealign-caa3745f,map,sim0,fruitfly,se,500,1000000,100.0,0,95.2939,93.88556,,4.7,0.717773
strobealign-caa3745f,map,sim4,fruitfly,se,50,1000000,99.0424,40,87.1057,72.46442,,1.0,0.73391
strobealign-caa3745f,map,sim4,fruitfly,se,75,1000000,99.7745,65,89.2317,77.04986,,1.2,0.766003
strobealign-caa3745f,map,sim4,fruitfly,se,100,1000000,99.9647,85,90.3375,80.4451,,1.4,0.794041
strobealign-caa3745f,map,sim4,fruitfly,se,150,1000000,99.9855,108,91.6476,84.50927,,2.0,0.804108
strobealign-caa3745f,map,sim4,fruitfly,se,200,1000000,99.9814,159,92.4446,86.31924,,2.5,0.833817
strobealign-caa3745f,map,sim4,fruitfly,se,300,1000000,99.9725,261,93.5748,89.24395,,3.6,0.899094
strobealign-caa3745f,map,sim4,fruitfly,se,500,1000000,99.9604,387,94.9019,91.39577,,4.3,0.92532
strobealign-caa3745f,map,sim6,fruitfly,se,50,1000000,76.7526,43,63.055,37.58246,,0.7,0.734577
strobealign-caa3745f,map,sim6,fruitfly,se,75,1000000,84.0452,54,72.4379,40.89559,,0.9,0.76865
strobealign-caa3745f,map,sim6,fruitfly,se,100,1000000,91.9178,62,80.2294,46.95744,,1.1,0.791679
strobealign-caa3745f,map,sim6,fruitfly,se,150,1000000,97.8988,133,87.2434,57.00657,,1.6,0.803787
strobealign-caa3745f,map,sim6,fruitfly,se,200,1000000,98.7846,185,89.0274,59.54547,,1.9,0.835052
strobealign-caa3745f,map,sim6,fruitfly,se,300,1000000,99.855,250,91.6023,69.52391,,2.7,0.899792
strobealign-caa3745f,map,sim6,fruitfly,se,500,1000000,99.954,394,93.1308,75.97428,,3.2,0.930637
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,50,1000000,99.9793,0,88.6621,77.73383,,0.8,0.70858
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,75,1000000,99.9952,0,89.9386,82.38963,,1.1,0.734745
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,100,1000000,99.9934,0,90.8082,84.80445,,1.3,0.741055
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,150,1000000,100.0,0,91.9696,87.62419,,1.8,0.735832
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,200,1000000,100.0,0,92.7794,89.40504,,2.2,0.748295
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,300,1000000,100.0,0,93.8775,91.57416,,3.4,0.777508
strobealign-caa3745f-mcsoff,map,sim0,fruitfly,se,500,1000000,100.0,0,95.1558,93.10943,,4.2,0.715675
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,50,1000000,91.2986,29,80.0811,64.75375,,0.7,0.73365
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,75,1000000,97.5859,60,86.9326,69.81199,,1.0,0.78421
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,100,1000000,98.2162,78,88.3215,71.26524,,1.2,0.78653
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,150,1000000,99.2756,99,90.5493,76.98901,,1.5,0.803802
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,200,1000000,99.7474,151,91.7963,80.12374,,1.9,0.83783
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,300,1000000,99.9669,258,93.1799,84.47587,,2.8,0.901711
strobealign-caa3745f-mcsoff,map,sim4,fruitfly,se,500,1000000,99.9604,380,94.4967,87.17177,,3.4,0.931164
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,50,1000000,41.5144,22,35.1219,22.37118,,0.5,0.723263
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,75,1000000,52.6831,29,45.1238,23.84013,,0.6,0.749413
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,100,1000000,49.4517,34,42.5915,20.79391,,0.7,0.784092
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,150,1000000,50.0089,64,43.2732,21.93744,,0.9,0.80003
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,200,1000000,52.1649,78,45.4234,22.0448,,1.2,0.830143
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,300,1000000,70.5204,164,62.2547,26.97155,,1.8,0.904896
strobealign-caa3745f-mcsoff,map,sim6,fruitfly,se,500,1000000,78.8421,299,70.3396,28.40295,,2.3,0.936108
minimap2,map,sim0,fruitfly,se,50,1000000,99.9999,0,88.4391,70.77957,,2.270,1.02111
minimap2,map,sim0,fruitfly,se,75,1000000,100.0,0,89.8594,77.88447,,2.441,0.990753
minimap2,map,sim0,fruitfly,se,100,1000000,100.0,0,90.8103,81.72323,,2.871,0.946518
minimap2,map,sim0,fruitfly,se,150,1000000,100.0,0,92.0539,85.90891,,3.716,0.939342
minimap2,map,sim0,fruitfly,se,200,1000000,100.0,0,92.8903,88.23329,,4.763,0.916523
minimap2,map,sim0,fruitfly,se,300,1000000,100.0,0,94.0179,90.87054,,7.247,0.880081
minimap2,map,sim0,fruitfly,se,500,1000000,100.0,0,95.3954,93.47676,,13.245,0.845078
minimap2,map,sim4,fruitfly,se,50,1000000,83.9657,21,73.8516,56.70286,,2.302,0.989746
minimap2,map,sim4,fruitfly,se,75,1000000,97.635,60,87.1096,68.79882,,2.525,0.976456
minimap2,map,sim4,fruitfly,se,100,1000000,99.5944,82,89.8181,74.27622,,2.894,0.941486
minimap2,map,sim4,fruitfly,se,150,1000000,99.9791,106,91.5557,80.32352,,3.514,0.928276
minimap2,map,sim4,fruitfly,se,200,1000000,99.9813,159,92.4034,83.65167,,4.499,0.913288
minimap2,map,sim4,fruitfly,se,300,1000000,99.9725,260,93.6082,87.52115,,6.356,0.871693
minimap2,map,sim4,fruitfly,se,500,1000000,99.9604,387,95.0669,91.23496,,11.136,0.838806
minimap2,map,sim6,fruitfly,se,50,1000000,26.8302,12,23.2193,15.73908,,1.779,0.858513
minimap2,map,sim6,fruitfly,se,75,1000000,50.1166,24,43.787,25.70635,,1.997,0.887272
minimap2,map,sim6,fruitfly,se,100,1000000,66.6932,43,58.6373,33.5774,,2.371,0.918736
minimap2,map,sim6,fruitfly,se,150,1000000,85.6558,110,76.3095,45.93268,,2.914,0.94566
minimap2,map,sim6,fruitfly,se,200,1000000,94.1056,164,84.7965,54.94129,,3.306,0.922459
minimap2,map,sim6,fruitfly,se,300,1000000,99.0286,244,90.7262,66.407,,4.372,0.885605
minimap2,map,sim6,fruitfly,se,500,1000000,99.9314,393,93.3237,76.91883,,6.186,0.838612
strobealign-caa3745f,align,sim0,maize,se,50,1000000,98.376,0,50.8223,50.82197,95.2946,8.9,9.80758
strobealign-caa3745f,align,sim0,maize,se,75,1000000,99.4856,0,63.8711,63.8703,97.1636,8.5,9.81215
strobealign-caa3745f,align,sim0,maize,se,100,1000000,99.8929,0,72.6154,72.61296,98.2889,8.0,9.82018
strobealign-caa3745f,align,sim0,maize,se,150,1000000,100.0,0,82.7189,82.7178,99.1438,8.9,9.88914
strobealign-caa3745f,align,sim0,maize,se,200,1000000,100.0,0,87.9636,87.96256,99.5359,10.9,9.82312
strobealign-caa3745f,align,sim0,maize,se,300,1000000,100.0,0,92.8768,92.87644,99.7901,16.0,9.86481
strobealign-caa3745f,align,sim0,maize,se,500,1000000,100.0,0,96.3757,96.37518,99.9298,21.4,8.20747
strobealign-caa3745f,align,sim4,maize,se,50,1000000,98.1594,77,48.3046,48.12732,93.2118,10.3,9.81403
strobealign-caa3745f,align,sim4,maize,se,75,1000000,99.4972,102,61.1716,60.8536,94.8799,11.2,9.81832
strobealign-caa3745f,align,sim4,maize,se,100,1000000,99.9092,113,69.8966,69.46777,95.6485,12.5,9.82622
strobealign-caa3745f,align,sim4,maize,se,150,1000000,99.9829,171,80.4405,79.94924,96.3884,15.9,9.95368
strobealign-caa3745f,align,sim4,maize,se,200,1000000,99.9751,249,86.0984,85.63607,97.3049,23.0,9.90851
strobealign-caa3745f,align,sim4,maize,se,300,1000000,99.9697,303,91.7334,91.34489,98.4599,39.6,9.91505
strobealign-caa3745f,align,sim4,maize,se,500,1000000,99.9475,525,95.726,95.41625,99.3178,71.6,8.37154
strobealign-caa3745f,align,sim6,maize,se,50,1000000,86.8891,79,30.7972,30.16912,73.2728,11.6,9.81408
strobealign-caa3745f,align,sim6,maize,se,75,1000000,91.1017,106,41.6562,40.60457,75.6025,16.6,9.81845
strobealign-caa3745f,align,sim6,maize,se,100,1000000,95.7731,113,50.7293,49.15858,79.0769,22.4,9.82631
strobealign-caa3745f,align,sim6,maize,se,150,1000000,99.1488,164,62.0366,59.5252,83.2873,31.6,9.8351
strobealign-caa3745f,align,sim6,maize,se,200,1000000,99.5414,243,68.3499,65.23158,85.784,49.3,9.85042
strobealign-caa3745f,align,sim6,maize,se,300,1000000,99.9371,293,77.5944,74.17499,90.973,96.9,9.90467
strobealign-caa3745f,align,sim6,maize,se,500,1000000,99.9523,462,85.3731,82.56775,95.4987,235.4,8.28531
strobealign-caa3745f-mcsoff,align,sim0,maize,se,50,1000000,98.3737,0,50.6529,50.65251,95.0441,8.4,9.80872
strobealign-caa3745f-mcsoff,align,sim0,maize,se,75,1000000,99.485,0,63.5706,63.56992,96.8487,8.6,9.81243
strobealign-caa3745f-mcsoff,align,sim0,maize,se,100,1000000,99.8927,0,72.1772,72.17531,97.8088,8.0,9.82028
strobealign-caa3745f-mcsoff,align,sim0,maize,se,150,1000000,99.9992,0,82.5062,82.50539,98.884,8.1,9.91715
strobealign-caa3745f-mcsoff,align,sim0,maize,se,200,1000000,100.0,0,87.8635,87.8628,99.4439,9.3,9.82782
strobealign-caa3745f-mcsoff,align,sim0,maize,se,300,1000000,100.0,0,92.8603,92.8601,99.7553,15.0,9.86348
strobealign-caa3745f-mcsoff,align,sim0,maize,se,500,1000000,100.0,0,96.3675,96.36712,99.9188,22.4,8.29784
strobealign-caa3745f-mcsoff,align,sim4,maize,se,50,1000000,93.9562,77,44.8123,44.69722,88.0818,8.7,9.81528
strobealign-caa3745f-mcsoff,align,sim4,maize,se,75,1000000,98.3579,102,59.317,59.0537,92.6689,11.4,9.818
strobealign-caa3745f-mcsoff,align,sim4,maize,se,100,1000000,98.9938,113,67.9919,67.62531,93.7089,12.9,9.82657
strobealign-caa3745f-mcsoff,align,sim4,maize,se,150,1000000,99.6436,171,79.2071,78.75367,95.6102,15.3,9.9699
strobealign-caa3745f-mcsoff,align,sim4,maize,se,200,1000000,99.8754,249,85.4088,84.96058,96.9507,22.4,9.90986
strobealign-caa3745f-mcsoff,align,sim4,maize,se,300,1000000,99.9673,303,91.5303,91.14405,98.4012,37.8,9.98195
strobealign-caa3745f-mcsoff,align,sim4,maize,se,500,1000000,99.9475,525,95.6786,95.36879,99.298,70.9,8.6077
strobealign-caa3745f-mcsoff,align,sim6,maize,se,50,1000000,57.7126,79,18.3461,18.06278,48.2884,6.1,9.81397
strobealign-caa3745f-mcsoff,align,sim6,maize,se,75,1000000,68.2626,106,27.49,26.92446,53.461,10.7,9.81845
strobealign-caa3745f-mcsoff,align,sim6,maize,se,100,1000000,64.2951,113,29.0205,28.33727,48.5182,13.3,9.82509
strobealign-caa3745f-mcsoff,align,sim6,maize,se,150,1000000,65.1294,164,33.5799,32.68995,48.1919,19.1,9.99131
strobealign-caa3745f-mcsoff,align,sim6,maize,se,200,1000000,67.1314,243,37.3282,36.14843,50.5099,32.3,10.0018
strobealign-caa3745f-mcsoff,align,sim6,maize,se,300,1000000,82.5006,293,53.2307,51.23805,68.1641,86.4,10.0773
strobealign-caa3745f-mcsoff,align,sim6,maize,se,500,1000000,88.8623,462,62.578,60.63142,78.955,252.8,8.51953
bwamem,align,sim0,maize,se,50,1000000,100.0,0,51.6402,51.63946,51.6402,46.995,13.226
bwamem,align,sim0,maize,se,75,1000000,100.0,0,64.6542,64.6532,64.6542,36.323,9.71305
bwamem,align,sim0,maize,se,100,1000000,100.0,0,73.271,73.26912,73.271,32.147,7.12655
bwamem,align,sim0,maize,se,150,1000000,100.0,0,83.0836,83.08294,83.0836,35.917,5.23027
bwamem,align,sim0,maize,se,200,1000000,100.0,0,88.1722,88.17088,88.1722,42.383,4.624
bwamem,align,sim0,maize,se,300,1000000,100.0,0,92.9982,92.9978,92.9982,57.729,4.2381
bwamem,align,sim0,maize,se,500,1000000,100.0,0,96.4463,96.44548,96.4463,89.201,4.23286
bwamem,align,sim4,maize,se,50,1000000,98.8125,77,49.7013,49.58491,50.165,55.787,13.4894
bwamem,align,sim4,maize,se,75,1000000,99.6768,102,62.9827,62.6915,64.0744,60.728,10.9259
bwamem,align,sim4,maize,se,100,1000000,99.9525,113,71.7159,71.272,72.989,68.719,8.22995
bwamem,align,sim4,maize,se,150,1000000,99.9824,171,81.9986,81.42906,83.0619,105.594,6.11072
bwamem,align,sim4,maize,se,200,1000000,99.9751,249,87.4208,86.88354,88.3139,144.486,5.26443
bwamem,align,sim4,maize,se,300,1000000,99.9697,303,92.5783,92.14116,93.2041,234.768,4.60367
bwamem,align,sim4,maize,se,500,1000000,99.9475,525,96.2323,95.90363,96.6444,430.282,4.30048
bwamem,align,sim6,maize,se,50,1000000,78.6368,79,32.924,32.49708,34.0376,54.526,11.4759
bwamem,align,sim6,maize,se,75,1000000,92.1079,106,49.4688,48.35337,53.688,102.347,13.5016
bwamem,align,sim6,maize,se,100,1000000,96.1526,113,60.0212,58.25487,66.2502,157.314,12.2244
bwamem,align,sim6,maize,se,150,1000000,99.1722,164,72.9171,69.79848,80.5598,275.839,9.78979
bwamem,align,sim6,maize,se,200,1000000,99.8442,243,80.1883,75.90086,87.3426,388.729,8.07276
bwamem,align,sim6,maize,se,300,1000000,99.9653,293,87.7703,82.31563,93.2981,610.580,6.28864
bwamem,align,sim6,maize,se,500,1000000,99.9538,462,93.9569,88.67693,97.283,1011.243,5.09884
minimap2,align,sim0,maize,se,50,1000000,93.954,0,49.9915,49.9907,49.9915,23.020,9.20372
minimap2,align,sim0,maize,se,75,1000000,97.6342,0,63.6102,63.60986,63.6102,31.546,8.95483
minimap2,align,sim0,maize,se,100,1000000,98.8096,0,72.4872,72.48477,72.4872,36.859,8.54725
minimap2,align,sim0,maize,se,150,1000000,99.5244,0,82.5252,82.52468,82.5252,48.156,8.30307
minimap2,align,sim0,maize,se,200,1000000,99.7368,0,87.6935,87.69238,87.6935,63.338,8.13778
minimap2,align,sim0,maize,se,300,1000000,99.8793,0,92.755,92.7547,92.755,106.996,7.96277
minimap2,align,sim0,maize,se,500,1000000,99.9703,0,96.3415,96.34113,96.3415,214.714,7.85136
minimap2,align,sim4,maize,se,50,1000000,82.8195,77,41.2378,41.16731,41.8164,21.918,8.94996
minimap2,align,sim4,maize,se,75,1000000,96.3385,102,59.7056,59.45727,61.0357,28.635,8.84671
minimap2,align,sim4,maize,se,100,1000000,98.8316,113,69.6744,69.2802,71.3055,34.705,8.56907
minimap2,align,sim4,maize,se,150,1000000,99.736,171,80.6089,80.11588,82.1112,45.757,8.32715
minimap2,align,sim4,maize,se,200,1000000,99.8841,249,86.3187,85.85263,87.683,59.829,8.14817
minimap2,align,sim4,maize,se,300,1000000,99.9526,303,91.91,91.52364,93.0254,100.698,7.95338
minimap2,align,sim4,maize,se,500,1000000,99.9465,525,95.9065,95.60014,96.7606,205.334,7.76767
minimap2,align,sim6,maize,se,50,1000000,35.0491,79,12.3032,12.15135,14.4168,13.827,7.99982
minimap2,align,sim6,maize,se,75,1000000,60.0194,106,26.866,26.34816,31.418,17.373,8.14701
minimap2,align,sim6,maize,se,100,1000000,75.451,113,39.5475,38.56167,46.1897,23.989,8.18498
minimap2,align,sim6,maize,se,150,1000000,90.7587,164,57.951,55.91267,67.2728,38.478,8.19432
minimap2,align,sim6,maize,se,200,1000000,96.5688,243,69.4686,66.49317,79.5627,55.084,8.11105
minimap2,align,sim6,maize,se,300,1000000,99.5206,293,81.5967,77.76838,90.5488,86.643,7.94377
minimap2,align,sim6,maize,se,500,1000000,99.943,462,90.2775,86.38046,96.7269,146.908,7.75738
strobealign-caa3745f,map,sim0,maize,se,50,1000000,98.376,0,47.694,42.78308,,8.2,9.80722
strobealign-caa3745f,map,sim0,maize,se,75,1000000,99.4856,0,60.3076,54.70451,,7.5,9.81239
strobealign-caa3745f,map,sim0,maize,se,100,1000000,99.8929,0,69.2037,63.58375,,7.3,9.81902
strobealign-caa3745f,map,sim0,maize,se,150,1000000,100.0,0,80.0954,75.29602,,7.7,9.87039
strobealign-caa3745f,map,sim0,maize,se,200,1000000,100.0,0,85.9412,81.92736,,9.5,9.82403
strobealign-caa3745f,map,sim0,maize,se,300,1000000,100.0,0,91.4241,87.80369,,14.4,9.82729
strobealign-caa3745f,map,sim0,maize,se,500,1000000,100.0,0,95.547,92.44599,,17.9,8.17996
