tool,type,dataset,genome,ends,read_length,aligned,accuracy,overaligned,time,memory
strobealign-0.14.0,align,sim5,CHM13,se,50,90.1021,76.3322,6329,13.77,14.3766
strobealign-0.14.0,align,sim5,CHM13,se,75,95.7346,84.6904,6738,17.83,14.3805
strobealign-0.14.0,align,sim5,CHM13,se,100,96.4928,86.9739,7209,18.39,14.4078
strobealign-0.14.0,align,sim5,CHM13,se,150,97.4265,89.7028,8287,20.93,14.4743
strobealign-0.14.0,align,sim5,CHM13,se,200,98.2076,91.3643,9339,27.56,14.5218
strobealign-0.14.0,align,sim5,CHM13,se,300,98.8331,93.0244,11205,50.15,14.6357
strobealign-0.14.0,align,sim5,CHM13,se,500,98.4823,93.7869,15170,116.03,11.2195
strobealign-mcs-022a721,align,sim3,CHM13,se,50,98.7966,85.2944,1635,19.29,14.4422
strobealign-mcs-022a721,align,sim3,CHM13,se,75,99.5804,89.3016,1799,22.21,14.3694
strobealign-mcs-022a721,align,sim3,CHM13,se,100,99.7993,90.9951,1961,18.93,14.4259
strobealign-mcs-022a721,align,sim3,CHM13,se,150,99.7793,92.4907,2202,19.70,14.4663
strobealign-mcs-022a721,align,sim3,CHM13,se,200,99.7501,93.2794,2491,22.10,14.5379
strobealign-mcs-022a721,align,sim3,CHM13,se,300,99.693,94.1627,3065,32.70,14.6265
strobealign-mcs-022a721,align,sim3,CHM13,se,500,99.582,95.164,4178,49.62,11.2187
strobealign-mcs-022a721,align,sim4,CHM13,se,50,98.7582,83.3514,3109,22.16,14.4422
strobealign-mcs-022a721,align,sim4,CHM13,se,75,99.283,88.1923,3365,22.34,14.3719
strobealign-mcs-022a721,align,sim4,CHM13,se,100,99.6321,90.2237,3634,20.34,14.4214
strobealign-mcs-022a721,align,sim4,CHM13,se,150,99.5703,91.9562,4284,22.06,14.463
strobealign-mcs-022a721,align,sim4,CHM13,se,200,99.5239,92.8123,4750,27.43,14.538
strobealign-mcs-022a721,align,sim4,CHM13,se,300,99.4178,93.7202,5818,43.20,14.645
strobealign-mcs-022a721,align,sim4,CHM13,se,500,99.1864,94.6102,8135,78.65,11.0533
strobealign-mcs-022a721,align,sim5,CHM13,se,50,98.1919,81.4535,6329,22.03,14.4422
strobealign-mcs-022a721,align,sim5,CHM13,se,75,97.8944,86.5654,6738,22.96,14.3694
strobealign-mcs-022a721,align,sim5,CHM13,se,100,99.1958,88.9948,7209,21.08,14.4278
strobealign-mcs-022a721,align,sim5,CHM13,se,150,99.1164,91.2282,8287,24.19,14.4767
strobealign-mcs-022a721,align,sim5,CHM13,se,200,99.0544,92.1846,9339,31.47,14.5339
strobealign-mcs-022a721,align,sim5,CHM13,se,300,98.8791,93.114,11205,53.94,14.6344
strobealign-mcs-022a721,align,sim5,CHM13,se,500,98.483,93.8382,15170,118.10,11.2376
bwamem,align,sim3,CHM13,se,50,99.5865,86.6397,1635,56.739,8.64321
bwamem,align,sim3,CHM13,se,75,99.7589,90.104,1799,59.910,7.83033
bwamem,align,sim3,CHM13,se,100,99.7967,91.4537,1961,63.704,7.05952
bwamem,align,sim3,CHM13,se,150,99.7798,92.7377,2202,95.837,6.41151
bwamem,align,sim3,CHM13,se,200,99.7509,93.4772,2491,122.042,6.12201
bwamem,align,sim3,CHM13,se,300,99.6935,94.3057,3065,191.554,5.84414
bwamem,align,sim3,CHM13,se,500,99.5822,95.3369,4178,335.968,5.75462
bwamem,align,sim4,CHM13,se,50,98.3829,85.1336,3109,56.860,8.64097
bwamem,align,sim4,CHM13,se,75,99.329,89.4593,3365,67.466,7.99588
bwamem,align,sim4,CHM13,se,100,99.592,91.0725,3634,77.383,7.20143
bwamem,align,sim4,CHM13,se,150,99.5712,92.4195,4284,117.325,6.53056
bwamem,align,sim4,CHM13,se,200,99.5249,93.1673,4750,162.373,6.23127
bwamem,align,sim4,CHM13,se,300,99.4182,93.9666,5818,265.375,5.92214
bwamem,align,sim4,CHM13,se,500,99.1865,94.8941,8135,466.643,5.75165
bwamem,align,sim5,CHM13,se,50,95.7834,82.7787,6329,54.745,8.55426
bwamem,align,sim5,CHM13,se,75,97.5036,87.642,6738,67.700,7.9924
bwamem,align,sim5,CHM13,se,100,98.3278,89.6509,7209,78.286,7.21099
bwamem,align,sim5,CHM13,se,150,99.1035,91.756,8287,118.250,6.57854
bwamem,align,sim5,CHM13,se,200,99.0609,92.5878,9339,165.553,6.27048
bwamem,align,sim5,CHM13,se,300,98.8795,93.376,11205,273.034,5.94583
bwamem,align,sim5,CHM13,se,500,98.483,94.1042,15170,497.407,5.77082
minimap2,align,sim3,CHM13,se,50,88.7886,78.9535,1635,41.910,11.8089
minimap2,align,sim3,CHM13,se,75,97.7537,88.5834,1799,45.865,11.6263
minimap2,align,sim3,CHM13,se,100,99.0562,90.7993,1961,53.092,11.5101
minimap2,align,sim3,CHM13,se,150,99.5374,92.4113,2202,61.014,11.489
minimap2,align,sim3,CHM13,se,200,99.6541,93.2449,2491,66.860,11.4286
minimap2,align,sim3,CHM13,se,300,99.6715,94.1656,3065,84.192,11.4742
minimap2,align,sim3,CHM13,se,500,99.5803,95.257,4178,112.094,11.4997
minimap2,align,sim4,CHM13,se,50,81.4369,71.4094,3109,39.999,11.676
minimap2,align,sim4,CHM13,se,75,96.0753,86.343,3365,44.443,11.6821
minimap2,align,sim4,CHM13,se,100,98.6136,89.8748,3634,51.505,11.5065
minimap2,align,sim4,CHM13,se,150,99.3679,91.9734,4284,57.431,11.4687
minimap2,align,sim4,CHM13,se,200,99.4564,92.8513,4750,71.870,11.4306
minimap2,align,sim4,CHM13,se,300,99.4058,93.7846,5818,78.417,11.4781
minimap2,align,sim4,CHM13,se,500,99.1859,94.7671,8135,114.273,11.4075
minimap2,align,sim5,CHM13,se,50,78.9161,69.2004,6329,39.604,11.7654
minimap2,align,sim5,CHM13,se,75,93.8282,84.1809,6738,43.104,11.6557
minimap2,align,sim5,CHM13,se,100,96.9053,88.1014,7209,50.829,11.5551
minimap2,align,sim5,CHM13,se,150,98.6702,91.164,8287,58.701,11.4924
minimap2,align,sim5,CHM13,se,200,98.9636,92.2537,9339,65.227,11.4336
minimap2,align,sim5,CHM13,se,300,98.8657,93.2208,11205,78.776,11.4638
minimap2,align,sim5,CHM13,se,500,98.4822,94.0204,15170,114.485,11.4241
strobealign-0.14.0,map,sim3,CHM13,se,50,96.3136,81.2233,244,10.17,14.3766
strobealign-0.14.0,map,sim3,CHM13,se,75,99.1852,87.4561,464,11.80,14.3654
strobealign-0.14.0,map,sim3,CHM13,se,100,99.5144,89.645,631,11.38,14.3683
strobealign-0.14.0,map,sim3,CHM13,se,150,99.7211,91.825,967,9.67,14.4076
strobealign-0.14.0,map,sim3,CHM13,se,200,99.7426,92.7215,1274,10.12,14.4528
strobealign-0.14.0,map,sim3,CHM13,se,300,99.693,93.5564,2091,13.44,14.5372
strobealign-0.14.0,map,sim3,CHM13,se,500,99.582,94.4095,3596,16.31,11.0571
strobealign-0.14.0,map,sim4,CHM13,se,50,92.4598,76.3786,431,9.08,14.3766
strobealign-0.14.0,map,sim4,CHM13,se,75,97.7539,84.6814,787,11.59,14.3654
strobealign-0.14.0,map,sim4,CHM13,se,100,98.3463,87.3682,1101,10.66,14.3676
strobealign-0.14.0,map,sim4,CHM13,se,150,99.0965,90.4956,1746,9.98,14.408
strobealign-0.14.0,map,sim4,CHM13,se,200,99.3903,91.8505,2386,10.13,14.4538
strobealign-0.14.0,map,sim4,CHM13,se,300,99.416,92.8648,4000,12.37,14.5396
strobealign-0.14.0,map,sim4,CHM13,se,500,99.1864,93.5666,6914,14.74,11.0589
strobealign-0.14.0,map,sim5,CHM13,se,50,90.1021,74.2916,829,8.35,14.3766
strobealign-0.14.0,map,sim5,CHM13,se,75,95.7346,82.719,1538,10.98,14.3652
strobealign-0.14.0,map,sim5,CHM13,se,100,96.4928,85.3624,2157,11.86,14.3687
strobealign-0.14.0,map,sim5,CHM13,se,150,97.4265,88.6673,3237,8.74,14.4076
strobealign-0.14.0,map,sim5,CHM13,se,200,98.2076,90.4427,4530,10.33,14.4545
strobealign-0.14.0,map,sim5,CHM13,se,300,98.8331,92.1606,7496,11.89,14.5383
strobealign-0.14.0,map,sim5,CHM13,se,500,98.4823,92.7446,12743,14.12,11.0583
strobealign-mcs-022a721,map,sim3,CHM13,se,50,98.7966,82.6694,1372,14.36,14.4422
strobealign-mcs-022a721,map,sim3,CHM13,se,75,99.5804,87.6961,629,17.64,14.3645
strobealign-mcs-022a721,map,sim3,CHM13,se,100,99.7993,89.9944,1714,12.42,14.3783
strobealign-mcs-022a721,map,sim3,CHM13,se,150,99.7793,91.8651,1192,13.34,14.4069
strobealign-mcs-022a721,map,sim3,CHM13,se,200,99.7501,92.7734,1485,14.56,14.4543
strobealign-mcs-022a721,map,sim3,CHM13,se,300,99.693,93.642,2248,17.49,14.5449
strobealign-mcs-022a721,map,sim3,CHM13,se,500,99.582,94.5214,3732,20.49,11.0573
strobealign-mcs-022a721,map,sim4,CHM13,se,50,98.7582,79.566,2614,13.48,14.4422
strobealign-mcs-022a721,map,sim4,CHM13,se,75,99.283,85.8877,1123,15.94,14.3645
strobealign-mcs-022a721,map,sim4,CHM13,se,100,99.6321,88.6171,3182,12.94,14.3822
strobealign-mcs-022a721,map,sim4,CHM13,se,150,99.5703,90.9856,2265,12.32,14.4059
strobealign-mcs-022a721,map,sim4,CHM13,se,200,99.5239,92.0196,2844,13.53,14.4541
strobealign-mcs-022a721,map,sim4,CHM13,se,300,99.4178,92.948,4369,18.15,14.5437
strobealign-mcs-022a721,map,sim4,CHM13,se,500,99.1864,93.6718,7253,19.90,11.0587
strobealign-mcs-022a721,map,sim5,CHM13,se,50,98.1919,77.6347,5307,13.67,14.4422
strobealign-mcs-022a721,map,sim5,CHM13,se,75,97.8944,84.2036,2234,15.12,14.3645
strobealign-mcs-022a721,map,sim5,CHM13,se,100,99.1958,87.0073,6236,12.64,14.3819
strobealign-mcs-022a721,map,sim5,CHM13,se,150,99.1164,90.0511,4282,12.91,14.4073
strobealign-mcs-022a721,map,sim5,CHM13,se,200,99.0544,91.2275,5452,12.48,14.4525
strobealign-mcs-022a721,map,sim5,CHM13,se,300,98.8791,92.3098,8230,17.03,14.5442
strobealign-mcs-022a721,map,sim5,CHM13,se,500,98.483,92.8442,13433,19.79,11.0567
minimap2,map,sim3,CHM13,se,50,88.7892,76.8908,167,34.116,11.5069
minimap2,map,sim3,CHM13,se,75,97.754,87.0175,440,38.108,11.3255
minimap2,map,sim3,CHM13,se,100,99.0564,89.7113,628,41.924,11.2667
minimap2,map,sim3,CHM13,se,150,99.5376,91.7156,1058,45.532,11.2813
minimap2,map,sim3,CHM13,se,200,99.6541,92.6685,1438,51.066,11.2098
minimap2,map,sim3,CHM13,se,300,99.6717,93.6883,2211,56.797,11.2636
minimap2,map,sim3,CHM13,se,500,99.5803,94.787,3725,69.671,11.3209
minimap2,map,sim4,CHM13,se,50,81.4398,69.4969,274,33.724,11.3961
minimap2,map,sim4,CHM13,se,75,96.0763,84.5586,726,37.269,11.3887
minimap2,map,sim4,CHM13,se,100,98.6145,88.5557,1128,39.334,11.262
minimap2,map,sim4,CHM13,se,150,99.3681,91.1295,1983,42.395,11.2423
minimap2,map,sim4,CHM13,se,200,99.4564,92.1693,2725,44.857,11.2123
minimap2,map,sim4,CHM13,se,300,99.4059,93.1969,4294,51.823,11.2621
minimap2,map,sim4,CHM13,se,500,99.1859,94.2034,7236,63.729,11.285
minimap2,map,sim5,CHM13,se,50,78.9254,67.3724,544,32.911,11.4918
minimap2,map,sim5,CHM13,se,75,93.8291,82.5262,1406,39.233,11.3682
minimap2,map,sim5,CHM13,se,100,96.9074,86.8875,2197,39.820,11.31
minimap2,map,sim5,CHM13,se,150,98.6709,90.3203,3715,41.858,11.2722
minimap2,map,sim5,CHM13,se,200,98.9637,91.5881,5221,45.736,11.2128
minimap2,map,sim5,CHM13,se,300,98.866,92.6531,8108,50.781,11.266
minimap2,map,sim5,CHM13,se,500,98.4823,93.4961,13391,62.893,11.2815
strobealign-0.14.0,align,sim3,rye,se,50,95.1928,45.8151,1655,29.34,33.3377
strobealign-0.14.0,align,sim3,rye,se,75,98.4406,60.7522,1731,34.58,33.3275
strobealign-0.14.0,align,sim3,rye,se,100,99.3463,70.094,1950,36.32,33.37
strobealign-0.14.0,align,sim3,rye,se,150,99.7309,81.2559,2228,38.13,33.4042
strobealign-0.14.0,align,sim3,rye,se,200,99.7494,86.6965,2458,46.61,33.4412
strobealign-0.14.0,align,sim3,rye,se,300,99.7016,91.2991,2978,70.79,33.4412
strobealign-0.14.0,align,sim3,rye,se,500,99.5917,94.2886,4083,98.93,24.9677
strobealign-0.14.0,align,sim4,rye,se,50,93.3337,42.6625,3140,29.97,33.3377
strobealign-0.14.0,align,sim4,rye,se,75,97.8054,57.5864,3507,36.59,33.3271
strobealign-0.14.0,align,sim4,rye,se,100,98.725,66.7424,3617,40.12,33.3698
strobealign-0.14.0,align,sim4,rye,se,150,99.3147,78.3845,4211,47.47,33.4042
strobealign-0.14.0,align,sim4,rye,se,200,99.473,84.489,4649,60.11,33.4412
strobealign-0.14.0,align,sim4,rye,se,300,99.4261,89.7643,5726,91.58,33.4414
strobealign-0.14.0,align,sim4,rye,se,500,99.2086,93.2636,7914,146.94,24.9676
strobealign-0.14.0,align,sim5,rye,se,50,91.0989,41.4166,6321,28.87,33.3377
strobealign-0.14.0,align,sim5,rye,se,75,95.9448,56.0026,6582,36.52,33.3273
strobealign-0.14.0,align,sim5,rye,se,100,97.0284,64.8647,7349,39.95,33.3701
strobealign-0.14.0,align,sim5,rye,se,150,97.8447,76.3539,8262,49.66,33.4042
strobealign-0.14.0,align,sim5,rye,se,200,98.4935,82.66,9311,66.88,33.4411
strobealign-0.14.0,align,sim5,rye,se,300,98.8404,88.5829,11311,112.09,33.4411
strobealign-0.14.0,align,sim5,rye,se,500,98.4533,92.1433,15461,203.20,24.9676
strobealign-mcs-022a721,align,sim3,rye,se,50,97.9858,46.8946,1655,38.55,33.2994
strobealign-mcs-022a721,align,sim3,rye,se,75,99.72,61.1039,1731,35.99,33.3721
strobealign-mcs-022a721,align,sim3,rye,se,100,99.8024,70.491,1950,36.87,33.4232
strobealign-mcs-022a721,align,sim3,rye,se,150,99.777,81.2718,2228,45.23,33.407
strobealign-mcs-022a721,align,sim3,rye,se,200,99.7542,86.8143,2458,55.98,33.4571
strobealign-mcs-022a721,align,sim3,rye,se,300,99.7022,91.5148,2978,76.02,33.4422
strobealign-mcs-022a721,align,sim3,rye,se,500,99.5917,94.4119,4083,100.24,25.0082
strobealign-mcs-022a721,align,sim4,rye,se,50,98.0661,44.8805,3140,37.90,33.2992
strobealign-mcs-022a721,align,sim4,rye,se,75,99.4371,58.7507,3507,40.91,33.3723
strobealign-mcs-022a721,align,sim4,rye,se,100,99.6364,67.929,3617,41.23,33.4229
strobealign-mcs-022a721,align,sim4,rye,se,150,99.5783,78.8773,4211,53.10,33.4031
strobealign-mcs-022a721,align,sim4,rye,se,200,99.5351,84.8656,4649,70.29,33.4572
strobealign-mcs-022a721,align,sim4,rye,se,300,99.4274,90.1346,5726,96.03,33.4421
strobealign-mcs-022a721,align,sim4,rye,se,500,99.2086,93.4565,7914,145.97,25.0082
strobealign-mcs-022a721,align,sim5,rye,se,50,97.5622,43.6516,6321,37.75,33.2993
strobealign-mcs-022a721,align,sim5,rye,se,75,98.1018,57.2285,6582,40.75,33.3721
strobealign-mcs-022a721,align,sim5,rye,se,100,99.1696,66.325,7349,45.33,33.423
strobealign-mcs-022a721,align,sim5,rye,se,150,99.1429,77.3142,8262,54.21,33.407
strobealign-mcs-022a721,align,sim5,rye,se,200,99.0594,83.4036,9311,76.13,33.4572
strobealign-mcs-022a721,align,sim5,rye,se,300,98.8687,89.008,11311,119.96,33.4421
strobealign-mcs-022a721,align,sim5,rye,se,500,98.4539,92.3936,15461,201.19,25.0083
bwamem,align,sim3,rye,se,50,99.6162,48.866,1655,135.124,22.719
bwamem,align,sim3,rye,se,75,99.7679,63.4266,1731,125.855,19.2489
bwamem,align,sim3,rye,se,100,99.8008,72.8129,1950,135.287,16.3369
bwamem,align,sim3,rye,se,150,99.7772,83.0914,2228,183.415,14.1686
bwamem,align,sim3,rye,se,200,99.7542,88.0785,2458,238.811,13.3658
bwamem,align,sim3,rye,se,300,99.7022,92.3377,2978,367.389,12.7801
bwamem,align,sim3,rye,se,500,99.5917,94.8794,4083,650.944,12.5526
bwamem,align,sim4,rye,se,50,98.5687,47.4363,3140,134.618,22.3017
bwamem,align,sim4,rye,se,75,99.3511,62.1277,3507,142.513,19.4907
bwamem,align,sim4,rye,se,100,99.6019,71.5463,3617,166.711,16.7425
bwamem,align,sim4,rye,se,150,99.5785,82.1711,4211,243.138,14.5823
bwamem,align,sim4,rye,se,200,99.5351,87.3826,4649,331.703,13.7007
bwamem,align,sim4,rye,se,300,99.4274,91.8334,5726,510.514,12.9852
bwamem,align,sim4,rye,se,500,99.2086,94.4707,7914,900.586,12.5987
bwamem,align,sim5,rye,se,50,96.0391,46.0166,6321,140.381,22.0744
bwamem,align,sim5,rye,se,75,97.5699,60.4524,6582,143.671,19.4666
bwamem,align,sim5,rye,se,100,98.3485,69.8861,7349,169.087,16.8397
bwamem,align,sim5,rye,se,150,99.1179,80.6512,8262,246.525,14.7346
bwamem,align,sim5,rye,se,200,99.065,85.961,9311,337.914,13.8202
bwamem,align,sim5,rye,se,300,98.8689,90.7772,11311,520.919,13.047
bwamem,align,sim5,rye,se,500,98.4539,93.5747,15461,921.441,12.6368
minimap2,align,sim3,rye,se,50,83.158,43.0744,1655,63.766,20.811
minimap2,align,sim3,rye,se,75,93.9857,60.5671,1731,84.945,20.7084
minimap2,align,sim3,rye,se,100,96.962,70.5512,1950,98.080,20.3933
minimap2,align,sim3,rye,se,150,98.9008,81.2818,2228,123.034,20.1317
minimap2,align,sim3,rye,se,200,99.44,86.5521,2458,143.785,19.9564
minimap2,align,sim3,rye,se,300,99.6498,91.4221,2978,208.900,19.8384
minimap2,align,sim3,rye,se,500,99.5894,94.5048,4083,380.911,19.7136
minimap2,align,sim4,rye,se,50,78.4107,38.7319,3140,62.620,20.7369
minimap2,align,sim4,rye,se,75,93.2531,57.9022,3507,79.323,20.6546
minimap2,align,sim4,rye,se,100,96.9609,68.4314,3617,95.779,20.3982
minimap2,align,sim4,rye,se,150,98.9194,79.6558,4211,120.601,20.1484
minimap2,align,sim4,rye,se,200,99.3333,85.352,4649,143.735,19.9733
minimap2,align,sim4,rye,se,300,99.405,90.5578,5726,213.411,19.8169
minimap2,align,sim4,rye,se,500,99.2081,93.9062,7914,388.418,19.6874
minimap2,align,sim5,rye,se,50,76.088,37.4636,6321,62.296,20.668
minimap2,align,sim5,rye,se,75,91.0783,56.1209,6582,82.014,20.6232
minimap2,align,sim5,rye,se,100,95.2677,66.5677,7349,96.211,20.3805
minimap2,align,sim5,rye,se,150,98.1608,78.1254,8262,121.327,20.1466
minimap2,align,sim5,rye,se,200,98.7847,84.0076,9311,145.452,19.9768
minimap2,align,sim5,rye,se,300,98.8365,89.3986,11311,210.096,19.8239
minimap2,align,sim5,rye,se,500,98.453,92.6134,15461,384.798,19.667
strobealign-0.14.0,map,sim3,rye,se,50,95.1928,41.127,284,23.21,33.3377
strobealign-0.14.0,map,sim3,rye,se,75,98.4406,54.9403,450,23.88,33.3274
strobealign-0.14.0,map,sim3,rye,se,100,99.3463,64.1272,676,22.94,33.3701
strobealign-0.14.0,map,sim3,rye,se,150,99.7309,76.744,992,23.60,33.4041
strobealign-0.14.0,map,sim3,rye,se,200,99.7494,83.1689,1339,27.10,33.4372
strobealign-0.14.0,map,sim3,rye,se,300,99.7016,88.4705,2064,40.76,33.4412
strobealign-0.14.0,map,sim3,rye,se,500,99.5917,92.3715,3549,45.26,24.9678
strobealign-0.14.0,map,sim4,rye,se,50,93.3337,37.6405,410,20.82,33.3375
strobealign-0.14.0,map,sim4,rye,se,75,97.8054,50.6003,873,22.22,33.3273
strobealign-0.14.0,map,sim4,rye,se,100,98.725,58.9625,1130,22.44,33.3701
strobealign-0.14.0,map,sim4,rye,se,150,99.3147,72.0171,1771,21.28,33.4041
strobealign-0.14.0,map,sim4,rye,se,200,99.473,79.1487,2360,23.10,33.4407
strobealign-0.14.0,map,sim4,rye,se,300,99.4261,85.4018,3939,34.01,33.4412
strobealign-0.14.0,map,sim4,rye,se,500,99.2086,89.9476,6692,38.59,24.9677
strobealign-0.14.0,map,sim5,rye,se,50,91.0989,36.5354,868,20.97,33.3377
strobealign-0.14.0,map,sim5,rye,se,75,95.9448,49.1267,1585,22.50,33.3272
strobealign-0.14.0,map,sim5,rye,se,100,97.0284,57.329,2246,21.38,33.37
strobealign-0.14.0,map,sim5,rye,se,150,97.8447,70.058,3379,19.88,33.4039
strobealign-0.14.0,map,sim5,rye,se,200,98.4935,77.0312,4599,22.31,33.441
strobealign-0.14.0,map,sim5,rye,se,300,98.8404,83.8946,7500,31.49,33.4412
strobealign-0.14.0,map,sim5,rye,se,500,98.4533,88.4658,12965,37.35,24.9676
strobealign-mcs-022a721,map,sim3,rye,se,50,97.9858,41.7799,1445,30.60,33.2994
strobealign-mcs-022a721,map,sim3,rye,se,75,99.72,54.9331,586,26.48,33.372
strobealign-mcs-022a721,map,sim3,rye,se,100,99.8024,64.7358,1638,24.50,33.423
strobealign-mcs-022a721,map,sim3,rye,se,150,99.777,76.7588,1196,30.00,33.407
strobealign-mcs-022a721,map,sim3,rye,se,200,99.7542,83.4207,1511,35.18,33.4571
strobealign-mcs-022a721,map,sim3,rye,se,300,99.7022,89.164,2219,51.52,33.4421
strobealign-mcs-022a721,map,sim3,rye,se,500,99.5917,92.8824,3676,54.39,25.0083
strobealign-mcs-022a721,map,sim4,rye,se,50,98.0661,38.7606,2724,27.77,33.2994
strobealign-mcs-022a721,map,sim4,rye,se,75,99.4371,51.1004,1171,24.85,33.3723
strobealign-mcs-022a721,map,sim4,rye,se,100,99.6364,60.5279,3108,22.64,33.423
strobealign-mcs-022a721,map,sim4,rye,se,150,99.5783,72.4088,2193,27.48,33.407
strobealign-mcs-022a721,map,sim4,rye,se,200,99.5351,79.6645,2726,34.96,33.4571
strobealign-mcs-022a721,map,sim4,rye,se,300,99.4274,86.2703,4262,47.82,33.4422
strobealign-mcs-022a721,map,sim4,rye,se,500,99.2086,90.6632,7006,52.05,25.0083
strobealign-mcs-022a721,map,sim5,rye,se,50,97.5622,37.7108,5440,27.73,33.2994
strobealign-mcs-022a721,map,sim5,rye,se,75,98.1018,49.7405,2126,24.30,33.3722
strobealign-mcs-022a721,map,sim5,rye,se,100,99.1696,58.9858,6265,23.23,33.4231
strobealign-mcs-022a721,map,sim5,rye,se,150,99.1429,70.7229,4274,27.67,33.4072
strobealign-mcs-022a721,map,sim5,rye,se,200,99.0594,77.8418,5412,34.68,33.4572
strobealign-mcs-022a721,map,sim5,rye,se,300,98.8687,84.7584,8207,45.62,33.4421
strobealign-mcs-022a721,map,sim5,rye,se,500,98.4539,89.1934,13671,50.44,25.0083
minimap2,map,sim3,rye,se,50,83.1584,37.6356,170,54.092,20.0332
minimap2,map,sim3,rye,se,75,93.9857,54.2032,385,65.928,19.9757
minimap2,map,sim3,rye,se,100,96.9621,64.3684,636,69.653,19.8189
minimap2,map,sim3,rye,se,150,98.9008,76.1801,1063,78.626,19.663
minimap2,map,sim3,rye,se,200,99.44,82.5796,1424,87.048,19.5648
minimap2,map,sim3,rye,se,300,99.6498,88.956,2155,112.501,19.5304
minimap2,map,sim3,rye,se,500,99.5894,93.3065,3661,176.691,19.493
minimap2,map,sim4,rye,se,50,78.4125,33.6447,241,53.399,20.0131
minimap2,map,sim4,rye,se,75,93.2534,50.8652,751,60.747,19.9485
minimap2,map,sim4,rye,se,100,96.9614,61.2776,1101,65.830,19.8222
minimap2,map,sim4,rye,se,150,98.9194,73.5246,1923,70.267,19.6655
minimap2,map,sim4,rye,se,200,99.3333,80.4533,2577,79.643,19.567
minimap2,map,sim4,rye,se,300,99.405,87.4078,4149,101.795,19.5044
minimap2,map,sim4,rye,se,500,99.2081,92.3242,6959,161.103,19.4777
minimap2,map,sim5,rye,se,50,76.0931,32.5545,511,51.351,19.9636
minimap2,map,sim5,rye,se,75,91.0792,49.3662,1362,60.662,19.9341
minimap2,map,sim5,rye,se,100,95.2685,59.7067,2196,63.652,19.8137
minimap2,map,sim5,rye,se,150,98.1613,72.2177,3723,69.592,19.6662
minimap2,map,sim5,rye,se,200,98.7851,79.2714,5091,78.450,19.5709
minimap2,map,sim5,rye,se,300,98.8365,86.3598,8001,100.480,19.5034
minimap2,map,sim5,rye,se,500,98.453,91.3061,13550,157.049,19.4465
strobealign-0.14.0,align,sim3,drosophila,pe,50,99.68485,90.3354,3262,14.82,0.957256
strobealign-0.14.0,align,sim3,drosophila,pe,75,99.8138,91.6398,3577,16.35,1.01083
strobealign-0.14.0,align,sim3,drosophila,pe,100,99.8043,92.37945,3873,18.54,1.01779
strobealign-0.14.0,align,sim3,drosophila,pe,150,99.78395,93.2242,4299,23.47,1.13678
strobealign-0.14.0,align,sim3,drosophila,pe,200,99.74355,93.52555,5116,30.16,1.25226
strobealign-0.14.0,align,sim3,drosophila,pe,300,99.69515,95.38125,6097,48.87,1.4626
strobealign-0.14.0,align,sim3,drosophila,pe,500,99.5807,95.73155,8336,93.86,1.75853
strobealign-0.14.0,align,sim4,drosophila,pe,50,98.87295,89.43415,6008,15.79,0.934013
strobealign-0.14.0,align,sim4,drosophila,pe,75,99.61345,91.3445,6411,17.56,0.983639
strobealign-0.14.0,align,sim4,drosophila,pe,100,99.62255,92.11185,6989,20.33,1.01698
strobealign-0.14.0,align,sim4,drosophila,pe,150,99.5896,92.93845,8122,26.58,1.15241
strobealign-0.14.0,align,sim4,drosophila,pe,200,99.5448,93.26665,9089,35.38,1.2692
strobealign-0.14.0,align,sim4,drosophila,pe,300,99.43065,95.03055,11387,66.73,1.486
strobealign-0.14.0,align,sim4,drosophila,pe,500,99.21995,95.29595,15566,149.04,1.73568
strobealign-0.14.0,align,sim5,drosophila,pe,50,97.05785,87.58535,12134,15.81,0.925884
strobealign-0.14.0,align,sim5,drosophila,pe,75,98.4902,90.1271,12919,17.91,1.00097
strobealign-0.14.0,align,sim5,drosophila,pe,100,98.9495,91.27745,14215,21.24,1.04362
strobealign-0.14.0,align,sim5,drosophila,pe,150,99.14305,92.34365,16169,28.95,1.17388
strobealign-0.14.0,align,sim5,drosophila,pe,200,99.0584,92.6491,18322,41.72,1.26462
strobealign-0.14.0,align,sim5,drosophila,pe,300,98.86755,94.42885,22644,89.10,1.48055
strobealign-0.14.0,align,sim5,drosophila,pe,500,98.5458,94.46245,29084,194.15,1.64632
strobealign-mcs-022a721,align,sim3,drosophila,pe,50,99.80845,90.49635,3262,16.95,0.953197
strobealign-mcs-022a721,align,sim3,drosophila,pe,75,99.8173,91.67255,3577,20.15,0.98138
strobealign-mcs-022a721,align,sim3,drosophila,pe,100,99.80545,92.4203,3873,20.92,1.01097
strobealign-mcs-022a721,align,sim3,drosophila,pe,150,99.7841,93.2202,4299,28.05,1.11882
strobealign-mcs-022a721,align,sim3,drosophila,pe,200,99.7439,93.56075,5116,35.16,1.21228
strobealign-mcs-022a721,align,sim3,drosophila,pe,300,99.69515,95.37105,6097,54.68,1.44629
strobealign-mcs-022a721,align,sim3,drosophila,pe,500,99.58075,95.747,8336,94.94,1.74237
strobealign-mcs-022a721,align,sim4,drosophila,pe,50,99.555,90.09435,6008,17.69,0.946743
strobealign-mcs-022a721,align,sim4,drosophila,pe,75,99.6653,91.4323,6411,21.12,0.9888
