tool,type,dataset,genome,ends,read_length,aligned,accuracy,overaligned,time,memory
strobealign-mcs-022a721,align,sim4,drosophila,pe,100,99.6501,92.1335,6989,22.84,1.01001
strobealign-mcs-022a721,align,sim4,drosophila,pe,150,99.59355,92.962,8122,31.11,1.11028
strobealign-mcs-022a721,align,sim4,drosophila,pe,200,99.54555,93.3136,9089,42.49,1.23256
strobealign-mcs-022a721,align,sim4,drosophila,pe,300,99.43065,95.029,11387,73.10,1.45243
strobealign-mcs-022a721,align,sim4,drosophila,pe,500,99.21995,95.32545,15566,156.03,1.76175
strobealign-mcs-022a721,align,sim5,drosophila,pe,50,98.24625,88.52875,12134,18.42,0.930553
strobealign-mcs-022a721,align,sim5,drosophila,pe,75,98.65375,90.3218,12919,22.14,0.969891
strobealign-mcs-022a721,align,sim5,drosophila,pe,100,99.1252,91.4404,14215,24.59,1.02189
strobealign-mcs-022a721,align,sim5,drosophila,pe,150,99.1855,92.42415,16169,34.24,1.11033
strobealign-mcs-022a721,align,sim5,drosophila,pe,200,99.08195,92.68065,18322,50.16,1.13733
strobealign-mcs-022a721,align,sim5,drosophila,pe,300,98.86775,94.43295,22644,98.98,1.46802
strobealign-mcs-022a721,align,sim5,drosophila,pe,500,98.5458,94.4707,29084,209.51,1.6158
bwamem,align,sim3,drosophila,pe,50,99.7669,90.4915,3262,35.244,2.07556
bwamem,align,sim3,drosophila,pe,75,99.8128,91.73235,3577,40.279,1.50774
bwamem,align,sim3,drosophila,pe,100,99.80635,92.42745,3873,44.752,1.19807
bwamem,align,sim3,drosophila,pe,150,99.78505,93.2454,4299,61.967,0.966908
bwamem,align,sim3,drosophila,pe,200,99.7442,93.56395,5116,82.069,0.878654
bwamem,align,sim3,drosophila,pe,300,99.69515,95.4086,6097,134.053,0.847363
bwamem,align,sim3,drosophila,pe,500,99.58065,95.73675,8336,249.088,0.835838
bwamem,align,sim4,drosophila,pe,50,99.3206,90.01905,6008,36.701,2.09277
bwamem,align,sim4,drosophila,pe,75,99.62745,91.41475,6411,44.215,1.54767
bwamem,align,sim4,drosophila,pe,100,99.64935,92.183,6989,50.463,1.22871
bwamem,align,sim4,drosophila,pe,150,99.5939,92.9699,8122,74.438,0.988773
bwamem,align,sim4,drosophila,pe,200,99.54555,93.28015,9089,102.688,0.893055
bwamem,align,sim4,drosophila,pe,300,99.43065,95.0347,11387,175.358,0.84893
bwamem,align,sim4,drosophila,pe,500,99.21995,95.33095,15566,334.046,0.836693
bwamem,align,sim5,drosophila,pe,50,97.44005,88.0996,12134,36.857,2.06741
bwamem,align,sim5,drosophila,pe,75,98.35265,90.063,12919,44.373,1.54517
bwamem,align,sim5,drosophila,pe,100,98.8894,91.25295,14215,51.584,1.23557
bwamem,align,sim5,drosophila,pe,150,99.18135,92.3238,16169,75.751,0.99802
bwamem,align,sim5,drosophila,pe,200,99.07855,92.5206,18322,105.726,0.903938
bwamem,align,sim5,drosophila,pe,300,98.86775,94.19565,22644,183.021,0.865139
bwamem,align,sim5,drosophila,pe,500,98.5458,94.35745,29084,323.146,0.868443
minimap2,align,sim3,drosophila,pe,50,97.7945,88.31245,3262,17.780,1.78746
minimap2,align,sim3,drosophila,pe,75,99.6926,91.3942,3577,20.605,1.65613
minimap2,align,sim3,drosophila,pe,100,99.79365,92.2979,3873,23.199,1.46306
minimap2,align,sim3,drosophila,pe,150,99.78415,93.21025,4299,30.813,1.23136
minimap2,align,sim3,drosophila,pe,200,99.74415,93.4795,5116,46.178,1.17302
minimap2,align,sim3,drosophila,pe,300,99.6951,95.29185,6097,54.928,1.12575
minimap2,align,sim3,drosophila,pe,500,99.5806,95.4867,8336,147.175,1.24279
minimap2,align,sim4,drosophila,pe,50,94.1595,84.88995,6008,17.471,1.75897
minimap2,align,sim4,drosophila,pe,75,99.04195,90.6511,6411,20.584,1.64612
minimap2,align,sim4,drosophila,pe,100,99.5591,92.02535,6989,23.972,1.48872
minimap2,align,sim4,drosophila,pe,150,99.5915,92.9701,8122,30.216,1.26836
minimap2,align,sim4,drosophila,pe,200,99.54535,93.2299,9089,45.350,1.1908
minimap2,align,sim4,drosophila,pe,300,99.43065,94.91995,11387,55.329,1.12276
minimap2,align,sim4,drosophila,pe,500,99.21995,95.06185,15566,142.209,1.20669
minimap2,align,sim5,drosophila,pe,50,91.6492,82.482,12134,17.844,1.74812
minimap2,align,sim5,drosophila,pe,75,97.24085,88.8155,12919,21.615,1.67725
minimap2,align,sim5,drosophila,pe,100,98.3326,90.6441,14215,24.066,1.43926
minimap2,align,sim5,drosophila,pe,150,99.09805,92.33565,16169,31.192,1.24961
minimap2,align,sim5,drosophila,pe,200,99.0677,92.60805,18322,45.776,1.18753
minimap2,align,sim5,drosophila,pe,300,98.8674,94.23515,22644,58.085,1.14025
minimap2,align,sim5,drosophila,pe,500,98.5458,94.06505,29084,130.111,1.17202
strobealign-0.14.0,map,sim3,drosophila,pe,50,96.6145,86.3482,458,7.34,0.945339
strobealign-0.14.0,map,sim3,drosophila,pe,75,99.31475,90.3044,859,8.31,0.980015
strobealign-0.14.0,map,sim3,drosophila,pe,100,99.52145,91.3518,1259,8.82,0.985115
strobealign-0.14.0,map,sim3,drosophila,pe,150,99.72185,92.6763,1917,9.99,1.08817
strobealign-0.14.0,map,sim3,drosophila,pe,200,99.73335,93.1841,2731,11.80,1.20462
strobealign-0.14.0,map,sim3,drosophila,pe,300,99.69445,95.0046,4261,17.37,1.32596
strobealign-0.14.0,map,sim3,drosophila,pe,500,99.58025,95.43545,7134,20.81,1.60198
strobealign-0.14.0,map,sim4,drosophila,pe,50,91.99685,81.71995,802,6.80,0.931953
strobealign-0.14.0,map,sim4,drosophila,pe,75,97.58405,88.21165,1485,7.86,0.98653
strobealign-0.14.0,map,sim4,drosophila,pe,100,98.18835,89.5789,2100,8.69,1.03231
strobealign-0.14.0,map,sim4,drosophila,pe,150,99.0743,91.60325,3361,9.42,1.11242
strobealign-0.14.0,map,sim4,drosophila,pe,200,99.39355,92.4541,4622,10.71,1.18645
strobealign-0.14.0,map,sim4,drosophila,pe,300,99.42805,94.34465,7849,16.04,1.35985
strobealign-0.14.0,map,sim4,drosophila,pe,500,99.2199,94.65455,13199,19.04,1.59178
strobealign-0.14.0,map,sim5,drosophila,pe,50,89.62845,79.4099,1538,6.82,0.926117
strobealign-0.14.0,map,sim5,drosophila,pe,75,95.5391,86.15605,2895,7.91,1.00961
strobealign-0.14.0,map,sim5,drosophila,pe,100,96.3158,87.5415,4180,8.21,1.04707
strobealign-0.14.0,map,sim5,drosophila,pe,150,97.38225,89.75905,6473,9.04,1.13826
strobealign-0.14.0,map,sim5,drosophila,pe,200,98.1879,91.0391,8913,10.26,1.19071
strobealign-0.14.0,map,sim5,drosophila,pe,300,98.81775,93.6325,15107,15.49,1.39997
strobealign-0.14.0,map,sim5,drosophila,pe,500,98.54185,93.7614,23644,17.09,1.51796
strobealign-mcs-022a721,map,sim3,drosophila,pe,50,99.60885,89.1643,1097,10.02,0.956005
strobealign-mcs-022a721,map,sim3,drosophila,pe,75,99.7409,90.8,980,12.41,0.982346
strobealign-mcs-022a721,map,sim3,drosophila,pe,100,99.79665,91.64755,1748,11.76,1.00412
strobealign-mcs-022a721,map,sim3,drosophila,pe,150,99.78205,92.67675,2253,14.06,1.04871
strobealign-mcs-022a721,map,sim3,drosophila,pe,200,99.743,93.1505,3125,16.22,1.14579
strobealign-mcs-022a721,map,sim3,drosophila,pe,300,99.6951,94.9996,4573,22.86,1.32879
strobealign-mcs-022a721,map,sim3,drosophila,pe,500,99.58065,95.4006,7459,26.52,1.51982
strobealign-mcs-022a721,map,sim4,drosophila,pe,50,98.8743,87.80035,1935,9.69,0.949184
strobealign-mcs-022a721,map,sim4,drosophila,pe,75,99.3074,89.9558,1771,11.86,0.998962
strobealign-mcs-022a721,map,sim4,drosophila,pe,100,99.62345,91.00845,3140,11.74,0.996128
strobealign-mcs-022a721,map,sim4,drosophila,pe,150,99.59115,92.1189,4072,13.81,1.05585
strobealign-mcs-022a721,map,sim4,drosophila,pe,200,99.54445,92.59965,5405,15.65,1.13291
strobealign-mcs-022a721,map,sim4,drosophila,pe,300,99.43065,94.33705,8482,22.02,1.34795
strobealign-mcs-022a721,map,sim4,drosophila,pe,500,99.21995,94.65485,13876,25.39,1.56493
strobealign-mcs-022a721,map,sim5,drosophila,pe,50,97.2515,85.7809,3911,9.41,0.931461
strobealign-mcs-022a721,map,sim5,drosophila,pe,75,97.7578,88.2718,3476,11.57,0.990551
strobealign-mcs-022a721,map,sim5,drosophila,pe,100,98.77735,89.79995,6169,11.17,1.00382
strobealign-mcs-022a721,map,sim5,drosophila,pe,150,99.119,91.311,7975,13.64,1.05681
strobealign-mcs-022a721,map,sim5,drosophila,pe,200,99.0692,91.7996,10634,15.81,1.12716
strobealign-mcs-022a721,map,sim5,drosophila,pe,300,98.8673,93.6805,16513,21.93,1.34225
strobealign-mcs-022a721,map,sim5,drosophila,pe,500,98.5458,93.7321,25106,23.09,1.48928
minimap2,map,sim3,drosophila,pe,50,97.80195,87.71355,442,7.064,1.20233
minimap2,map,sim3,drosophila,pe,75,99.6949,90.82535,894,8.938,1.15554
minimap2,map,sim3,drosophila,pe,100,99.79395,91.9057,1347,11.605,1.06105
minimap2,map,sim3,drosophila,pe,150,99.78415,92.88745,2177,17.420,0.985165
minimap2,map,sim3,drosophila,pe,200,99.74415,93.0064,3061,24.847,0.938065
minimap2,map,sim3,drosophila,pe,300,99.6951,94.9894,4576,35.389,0.92598
minimap2,map,sim3,drosophila,pe,500,99.5806,94.2708,7454,117.484,1.06381
minimap2,map,sim4,drosophila,pe,50,94.19345,84.1783,761,6.803,1.20465
minimap2,map,sim4,drosophila,pe,75,99.056,89.97535,1560,9.100,1.15131
minimap2,map,sim4,drosophila,pe,100,99.56195,91.4367,2345,11.125,1.06446
minimap2,map,sim4,drosophila,pe,150,99.5915,92.52515,3924,15.981,0.982185
minimap2,map,sim4,drosophila,pe,200,99.54535,92.67765,5310,22.770,0.954132
minimap2,map,sim4,drosophila,pe,300,99.43065,94.4839,8474,32.357,0.924171
minimap2,map,sim4,drosophila,pe,500,99.21995,93.8306,13878,105.396,1.05519
minimap2,map,sim5,drosophila,pe,50,91.7266,81.81055,1468,6.449,1.17754
minimap2,map,sim5,drosophila,pe,75,97.28765,88.2312,3072,8.651,1.15493
minimap2,map,sim5,drosophila,pe,100,98.3654,90.1981,4627,10.992,1.0584
minimap2,map,sim5,drosophila,pe,150,99.10465,91.994,7707,15.837,0.986198
minimap2,map,sim5,drosophila,pe,200,99.06885,92.0749,10436,22.264,0.966892
minimap2,map,sim5,drosophila,pe,300,98.8674,93.7654,16485,32.538,0.936867
minimap2,map,sim5,drosophila,pe,500,98.5458,92.74705,25119,88.835,1.00529
strobealign-0.14.0,align,sim3,maize,pe,50,99.50555,71.90275,3050,156.40,9.82476
strobealign-0.14.0,align,sim3,maize,pe,75,99.77935,82.04545,3525,130.04,9.82417
strobealign-0.14.0,align,sim3,maize,pe,100,99.8014,87.1317,3767,102.57,9.92136
strobealign-0.14.0,align,sim3,maize,pe,150,99.77875,91.6851,4369,84.42,10.0145
strobealign-0.14.0,align,sim3,maize,pe,200,99.76225,92.9603,4737,87.67,10.1367
strobealign-0.14.0,align,sim3,maize,pe,300,99.6886,96.7008,6224,126.55,10.283
strobealign-0.14.0,align,sim3,maize,pe,500,99.57405,97.3405,8515,179.79,8.78371
strobealign-0.14.0,align,sim4,maize,pe,50,98.92295,69.03995,6255,146.16,9.83149
strobealign-0.14.0,align,sim4,maize,pe,75,99.5787,80.11335,6898,130.32,9.85553
strobealign-0.14.0,align,sim4,maize,pe,100,99.61725,85.36345,7264,109.83,9.93445
strobealign-0.14.0,align,sim4,maize,pe,150,99.582,90.59655,8301,92.19,10.0338
strobealign-0.14.0,align,sim4,maize,pe,200,99.50735,92.0766,9850,102.53,10.1397
strobealign-0.14.0,align,sim4,maize,pe,300,99.4098,96.17145,11802,156.33,10.2668
strobealign-0.14.0,align,sim4,maize,pe,500,99.2013,96.76185,15974,259.69,8.79484
strobealign-0.14.0,align,sim5,maize,pe,50,97.1773,67.03555,12327,142.10,9.80024
strobealign-0.14.0,align,sim5,maize,pe,75,98.45165,78.3528,13337,131.21,9.86173
strobealign-0.14.0,align,sim5,maize,pe,100,98.95795,83.97865,14557,110.48,9.90956
strobealign-0.14.0,align,sim5,maize,pe,150,99.1512,89.50135,16297,100.72,10.0133
strobealign-0.14.0,align,sim5,maize,pe,200,99.0569,91.0787,18535,115.32,10.1462
strobealign-0.14.0,align,sim5,maize,pe,300,98.87765,95.38035,22443,188.63,10.2818
strobealign-0.14.0,align,sim5,maize,pe,500,98.44805,95.82145,31039,384.69,8.68026
strobealign-mcs-022a721,align,sim3,maize,pe,50,99.6244,72.5223,3050,183.65,9.81031
strobealign-mcs-022a721,align,sim3,maize,pe,75,99.81315,82.025,3525,135.03,9.86599
strobealign-mcs-022a721,align,sim3,maize,pe,100,99.809,86.86665,3767,95.48,9.91005
strobealign-mcs-022a721,align,sim3,maize,pe,150,99.7794,91.65285,4369,97.68,10.0311
strobealign-mcs-022a721,align,sim3,maize,pe,200,99.76225,92.93715,4737,105.01,10.1355
strobealign-mcs-022a721,align,sim3,maize,pe,300,99.6886,96.7434,6224,144.72,10.2867
strobealign-mcs-022a721,align,sim3,maize,pe,500,99.57415,97.3856,8515,185.66,8.8005
strobealign-mcs-022a721,align,sim4,maize,pe,50,99.4468,70.51285,6255,178.06,9.82116
strobealign-mcs-022a721,align,sim4,maize,pe,75,99.634,80.40015,6898,134.20,9.82578
strobealign-mcs-022a721,align,sim4,maize,pe,100,99.63535,85.4078,7264,101.40,9.90939
strobealign-mcs-022a721,align,sim4,maize,pe,150,99.5844,90.66495,8301,107.59,9.96991
strobealign-mcs-022a721,align,sim4,maize,pe,200,99.5075,92.12535,9850,120.78,10.1337
strobealign-mcs-022a721,align,sim4,maize,pe,300,99.4098,96.2272,11802,173.27,10.2796
strobealign-mcs-022a721,align,sim4,maize,pe,500,99.2013,96.8218,15974,271.29,8.79708
strobealign-mcs-022a721,align,sim5,maize,pe,50,98.5982,68.61905,12327,176.10,9.79531
strobealign-mcs-022a721,align,sim5,maize,pe,75,98.64405,78.753,13337,136.04,9.8592
strobealign-mcs-022a721,align,sim5,maize,pe,100,99.17295,84.1836,14557,106.01,9.90268
strobealign-mcs-022a721,align,sim5,maize,pe,150,99.18055,89.6777,16297,116.48,10.0224
strobealign-mcs-022a721,align,sim5,maize,pe,200,99.07205,91.2121,18535,135.32,10.1353
strobealign-mcs-022a721,align,sim5,maize,pe,300,98.87785,95.44135,22443,212.00,10.2844
strobealign-mcs-022a721,align,sim5,maize,pe,500,98.44805,95.8998,31039,397.39,8.78764
bwamem,align,sim3,maize,pe,50,99.7829,74.64105,3050,317.784,19.7389
bwamem,align,sim3,maize,pe,75,99.81595,83.6625,3525,281.450,11.4331
bwamem,align,sim3,maize,pe,100,99.81165,88.26735,3767,287.429,8.12299
bwamem,align,sim3,maize,pe,150,99.78155,92.2249,4369,351.234,5.78572
bwamem,align,sim3,maize,pe,200,99.76315,93.28155,4737,427.712,4.99633
bwamem,align,sim3,maize,pe,300,99.6888,96.9214,6224,657.414,4.44241
bwamem,align,sim3,maize,pe,500,99.57425,97.49775,8515,1141.268,4.17203
bwamem,align,sim4,maize,pe,50,99.33155,73.4387,6255,332.873,19.9255
bwamem,align,sim4,maize,pe,75,99.61335,82.86275,6898,329.057,12.2456
bwamem,align,sim4,maize,pe,100,99.63595,87.50905,7264,360.921,8.78696
bwamem,align,sim4,maize,pe,150,99.58495,91.6382,8301,471.182,6.22637
bwamem,align,sim4,maize,pe,200,99.5075,92.7727,9850,594.924,5.30964
bwamem,align,sim4,maize,pe,300,99.4099,96.5377,11802,915.909,4.6162
bwamem,align,sim4,maize,pe,500,99.2013,97.05725,15974,1578.768,4.25763
bwamem,align,sim5,maize,pe,50,97.502,71.272,12327,329.357,19.6843
bwamem,align,sim5,maize,pe,75,98.358,80.9047,13337,332.357,12.2666
bwamem,align,sim5,maize,pe,100,98.90435,85.84445,14557,370.650,8.92734
bwamem,align,sim5,maize,pe,150,99.174,90.0958,16297,484.079,6.39161
bwamem,align,sim5,maize,pe,200,99.0672,91.1058,18535,612.203,5.42818
bwamem,align,sim5,maize,pe,300,98.8778,95.0991,22443,955.659,4.68689
bwamem,align,sim5,maize,pe,500,98.44805,95.93235,31039,1630.288,4.28943
minimap2,align,sim3,maize,pe,50,94.86475,70.02445,3050,76.516,9.30492
minimap2,align,sim3,maize,pe,75,98.40955,81.86815,3525,111.335,8.81019
minimap2,align,sim3,maize,pe,100,99.1738,87.2374,3767,140.411,8.45032
minimap2,align,sim3,maize,pe,150,99.5569,91.75765,4369,197.048,8.14336
minimap2,align,sim3,maize,pe,200,99.6604,92.8702,4737,262.041,8.00974
minimap2,align,sim3,maize,pe,300,99.65405,95.74145,6224,533.584,7.87976
minimap2,align,sim3,maize,pe,500,99.56885,96.4484,8515,1916.182,8.00504
minimap2,align,sim4,maize,pe,50,92.242,65.8387,6255,72.777,9.2248
minimap2,align,sim4,maize,pe,75,98.04285,80.14045,6898,107.305,8.80858
minimap2,align,sim4,maize,pe,100,99.07155,86.0998,7264,136.614,8.45142
minimap2,align,sim4,maize,pe,150,99.4451,91.08485,8301,189.920,8.12912
minimap2,align,sim4,maize,pe,200,99.4554,92.27485,9850,255.951,8.00703
minimap2,align,sim4,maize,pe,300,99.39615,95.04475,11802,515.414,7.90123
minimap2,align,sim4,maize,pe,500,99.19965,95.7088,15974,1721.215,7.92031
minimap2,align,sim5,maize,pe,50,89.74885,63.45605,12327,71.370,9.18093
minimap2,align,sim5,maize,pe,75,96.25055,77.915,13337,106.387,8.80488
minimap2,align,sim5,maize,pe,100,97.8465,84.31995,14557,136.005,8.44046
minimap2,align,sim5,maize,pe,150,98.94165,89.9293,16297,188.953,8.13146
minimap2,align,sim5,maize,pe,200,99.0051,91.25305,18535,253.575,8.01025
minimap2,align,sim5,maize,pe,300,98.861,93.9897,22443,518.605,7.87117
minimap2,align,sim5,maize,pe,500,98.44655,94.33035,31039,1692.620,8.047
strobealign-0.14.0,map,sim3,maize,pe,50,96.4145,62.6428,480,126.64,9.80024
strobealign-0.14.0,map,sim3,maize,pe,75,99.02015,75.5027,899,102.24,9.80634
strobealign-0.14.0,map,sim3,maize,pe,100,99.5134,81.8776,1258,75.27,9.84052
strobealign-0.14.0,map,sim3,maize,pe,150,99.73425,88.6443,1940,56.57,9.92598
strobealign-0.14.0,map,sim3,maize,pe,200,99.75545,90.966,2534,56.25,10.0192
strobealign-0.14.0,map,sim3,maize,pe,300,99.6877,95.3284,4279,79.39,10.0518
strobealign-0.14.0,map,sim3,maize,pe,500,99.57355,96.37635,7310,87.64,8.66451
strobealign-0.14.0,map,sim4,maize,pe,50,93.83865,56.90555,852,112.51,9.80011
strobealign-0.14.0,map,sim4,maize,pe,75,98.08575,70.9066,1797,97.43,9.80627
strobealign-0.14.0,map,sim4,maize,pe,100,98.7362,77.37405,2376,71.45,9.85612
strobealign-0.14.0,map,sim4,maize,pe,150,99.28445,85.4798,3490,52.61,9.92294
strobealign-0.14.0,map,sim4,maize,pe,200,99.43155,88.4829,5017,49.23,10.0244
strobealign-0.14.0,map,sim4,maize,pe,300,99.4079,93.85505,8105,68.10,10.2085
strobealign-0.14.0,map,sim4,maize,pe,500,99.2011,94.9546,13610,75.90,8.66289
strobealign-0.14.0,map,sim5,maize,pe,50,91.5616,54.8536,1630,112.99,9.80012
strobealign-0.14.0,map,sim5,maize,pe,75,96.1838,68.71485,3223,94.59,9.80626
strobealign-0.14.0,map,sim5,maize,pe,100,97.02335,75.1734,4396,70.96,9.84011
strobealign-0.14.0,map,sim5,maize,pe,150,97.79305,83.2067,6628,51.68,9.92056
strobealign-0.14.0,map,sim5,maize,pe,200,98.4358,86.63195,9192,50.41,10.0082
strobealign-0.14.0,map,sim5,maize,pe,300,98.845,92.83555,15123,67.63,10.1909
strobealign-0.14.0,map,sim5,maize,pe,500,98.44725,93.86675,26260,71.46,8.66508
strobealign-mcs-022a721,map,sim3,maize,pe,50,97.8452,64.5681,1866,153.83,9.78161
strobealign-mcs-022a721,map,sim3,maize,pe,75,99.57625,75.35165,1053,106.87,9.81058
strobealign-mcs-022a721,map,sim3,maize,pe,100,99.8035,81.6426,2487,69.27,9.83117
strobealign-mcs-022a721,map,sim3,maize,pe,150,99.77665,88.5104,2308,72.87,9.92483
strobealign-mcs-022a721,map,sim3,maize,pe,200,99.7599,90.87155,2859,74.00,10.0134
strobealign-mcs-022a721,map,sim3,maize,pe,300,99.68795,95.4657,4579,97.54,10.1913
strobealign-mcs-022a721,map,sim3,maize,pe,500,99.57385,96.6296,7616,104.98,8.66698
strobealign-mcs-022a721,map,sim4,maize,pe,50,97.77435,60.9855,3923,144.76,9.78193
strobealign-mcs-022a721,map,sim4,maize,pe,75,99.27155,71.93665,2146,101.13,9.81024
strobealign-mcs-022a721,map,sim4,maize,pe,100,99.6274,78.3355,4752,65.41,9.83973
strobealign-mcs-022a721,map,sim4,maize,pe,150,99.58085,85.93935,4222,67.97,9.92434
strobealign-mcs-022a721,map,sim4,maize,pe,200,99.5062,88.6563,5839,70.43,10.0084
strobealign-mcs-022a721,map,sim4,maize,pe,300,99.4095,94.1124,8773,92.82,10.1905
strobealign-mcs-022a721,map,sim4,maize,pe,500,99.2012,95.3366,14216,98.38,8.66143
strobealign-mcs-022a721,map,sim5,maize,pe,50,96.83045,59.0727,7672,140.14,9.78181
strobealign-mcs-022a721,map,sim5,maize,pe,75,97.8315,69.98845,3894,101.05,9.81085
strobealign-mcs-022a721,map,sim5,maize,pe,100,99.02555,76.53575,9224,65.31,9.83322
strobealign-mcs-022a721,map,sim5,maize,pe,150,99.13285,84.48905,8129,68.87,9.92637
strobealign-mcs-022a721,map,sim5,maize,pe,200,99.06235,87.37005,10843,70.06,10.0058
strobealign-mcs-022a721,map,sim5,maize,pe,300,98.8773,93.13275,16445,91.41,10.1952
strobealign-mcs-022a721,map,sim5,maize,pe,500,98.44805,94.20875,27560,97.00,8.52251
minimap2,map,sim3,maize,pe,50,94.87675,64.39915,431,56.916,8.3485
minimap2,map,sim3,maize,pe,75,98.4132,77.5072,887,83.843,8.1005
minimap2,map,sim3,maize,pe,100,99.17435,83.94495,1310,105.284,7.90431
minimap2,map,sim3,maize,pe,150,99.557,89.68745,2174,143.274,7.74613
minimap2,map,sim3,maize,pe,200,99.66045,91.1636,2803,187.921,7.66312
minimap2,map,sim3,maize,pe,300,99.65405,94.11445,4543,468.016,7.63381
minimap2,map,sim3,maize,pe,500,99.56885,94.7373,7588,1815.232,7.81798
minimap2,map,sim4,maize,pe,50,92.28785,59.85805,749,52.166,8.30939
minimap2,map,sim4,maize,pe,75,98.06195,74.8278,1779,78.573,8.09742
minimap2,map,sim4,maize,pe,100,99.07475,81.92695,2529,96.923,7.90583
minimap2,map,sim4,maize,pe,150,99.4451,88.4301,3966,131.502,7.73364
minimap2,map,sim4,maize,pe,200,99.45545,90.01895,5737,172.967,7.65992
minimap2,map,sim4,maize,pe,300,99.39615,92.94405,8724,438.567,7.63866
minimap2,map,sim4,maize,pe,500,99.19965,93.77565,14167,1597.804,7.7206
minimap2,map,sim5,maize,pe,50,89.8438,57.6706,1404,52.150,8.28646
minimap2,map,sim5,maize,pe,75,96.30845,72.7755,3181,76.529,8.09824
minimap2,map,sim5,maize,pe,100,97.88795,80.38625,4648,96.622,7.90059
minimap2,map,sim5,maize,pe,150,98.94995,87.4622,7666,129.255,7.73516
minimap2,map,sim5,maize,pe,200,99.0065,89.1672,10575,169.030,7.65931
minimap2,map,sim5,maize,pe,300,98.861,91.9793,16305,434.595,7.61017
minimap2,map,sim5,maize,pe,500,98.44655,92.37845,27455,1543.126,7.85863
strobealign-0.14.0,align,sim3,CHM13,pe,50,99.5534,90.90695,3322,44.80,14.4939
strobealign-0.14.0,align,sim3,CHM13,pe,75,99.80105,92.51855,3583,48.81,14.5245
strobealign-0.14.0,align,sim3,CHM13,pe,100,99.80085,93.2939,3914,45.64,14.5733
strobealign-0.14.0,align,sim3,CHM13,pe,150,99.7803,94.15825,4390,41.19,14.695
strobealign-0.14.0,align,sim3,CHM13,pe,200,99.7488,94.46705,5018,43.49,14.8134
strobealign-0.14.0,align,sim3,CHM13,pe,300,99.68855,95.62545,6229,63.80,14.9175
strobealign-0.14.0,align,sim3,CHM13,pe,500,99.5794,96.0549,8412,98.28,11.7032
strobealign-0.14.0,align,sim4,CHM13,pe,50,98.7492,89.4386,6259,44.28,14.4808
strobealign-0.14.0,align,sim4,CHM13,pe,75,99.5777,91.9655,6712,50.79,14.5224
strobealign-0.14.0,align,sim4,CHM13,pe,100,99.6135,92.81145,7209,47.20,14.5845
strobealign-0.14.0,align,sim4,CHM13,pe,150,99.5697,93.73135,8535,46.16,14.6888
strobealign-0.14.0,align,sim4,CHM13,pe,200,99.5229,94.0487,9526,51.89,14.7975
strobealign-0.14.0,align,sim4,CHM13,pe,300,99.4215,95.2349,11570,82.66,14.9565
strobealign-0.14.0,align,sim4,CHM13,pe,500,99.1899,95.51955,16202,151.10,11.4051
strobealign-0.14.0,align,sim5,CHM13,pe,50,96.926,87.54355,12597,44.90,14.4645
strobealign-0.14.0,align,sim5,CHM13,pe,75,98.4339,90.7016,13461,48.50,14.5235
strobealign-0.14.0,align,sim5,CHM13,pe,100,98.93805,91.97415,14383,46.27,14.5828
strobealign-0.14.0,align,sim5,CHM13,pe,150,99.12625,93.1808,16562,46.54,14.6873
strobealign-0.14.0,align,sim5,CHM13,pe,200,99.0449,93.4904,18688,59.67,14.8003
strobealign-0.14.0,align,sim5,CHM13,pe,300,98.8705,94.6088,22586,103.42,14.9545
strobealign-0.14.0,align,sim5,CHM13,pe,500,98.4742,94.71255,30516,233.14,11.5876
strobealign-mcs-022a721,align,sim3,CHM13,pe,50,99.7278,91.1275,3322,57.43,14.5219
strobealign-mcs-022a721,align,sim3,CHM13,pe,75,99.80715,92.557,3583,58.00,14.5147
strobealign-mcs-022a721,align,sim3,CHM13,pe,100,99.8033,93.2753,3914,46.66,14.5923
strobealign-mcs-022a721,align,sim3,CHM13,pe,150,99.78005,94.13895,4390,46.26,14.697
strobealign-mcs-022a721,align,sim3,CHM13,pe,200,99.7489,94.45075,5018,47.84,14.8003
strobealign-mcs-022a721,align,sim3,CHM13,pe,300,99.68855,95.63575,6229,73.37,14.9825
strobealign-mcs-022a721,align,sim3,CHM13,pe,500,99.5794,96.07885,8412,102.64,11.6385
strobealign-mcs-022a721,align,sim4,CHM13,pe,50,99.58045,90.30165,6259,58.26,14.5253
strobealign-mcs-022a721,align,sim4,CHM13,pe,75,99.64065,92.12525,6712,57.44,14.5148
strobealign-mcs-022a721,align,sim4,CHM13,pe,100,99.6393,92.87715,7209,49.64,14.5904
strobealign-mcs-022a721,align,sim4,CHM13,pe,150,99.57325,93.7475,8535,51.45,14.6814
strobealign-mcs-022a721,align,sim4,CHM13,pe,200,99.5237,94.0574,9526,57.95,14.8088
strobealign-mcs-022a721,align,sim4,CHM13,pe,300,99.4215,95.25735,11570,91.54,14.8032
strobealign-mcs-022a721,align,sim4,CHM13,pe,500,99.1899,95.5463,16202,159.04,11.7098
strobealign-mcs-022a721,align,sim5,CHM13,pe,50,99.0174,88.6217,12597,57.15,14.5064
strobealign-mcs-022a721,align,sim5,CHM13,pe,75,98.6728,90.96725,13461,57.13,14.5069
strobealign-mcs-022a721,align,sim5,CHM13,pe,100,99.2461,92.1524,14383,49.46,14.6012
strobealign-mcs-022a721,align,sim5,CHM13,pe,150,99.16715,93.25245,16562,54.20,14.7038
